Year,SSP,Process,mean_TgCH4,ymin_TgCH4,ymax_TgCH4
2082,SSP1-2.6,Postfire,0.4575670762439464,0.26238334066358737,0.6527508118243054
2083,SSP1-2.6,Postfire,0.46780445602117254,0.2685893745252522,0.6670195375170929
2084,SSP1-2.6,Postfire,0.4781339941966308,0.2748581154635678,0.6814098729296938
2085,SSP1-2.6,Postfire,0.4885535833827629,0.2811893757997948,0.695917790965731
2086,SSP1-2.6,Postfire,0.49906140245582215,0.28758261840102933,0.7105401865106149
2087,SSP1-2.6,Postfire,0.5096565042537841,0.2940368314410039,0.7252761770665642
2088,SSP1-2.6,Postfire,0.5203383540613565,0.30055088920773265,0.7401258189149804
2089,SSP1-2.6,Postfire,0.5311072348412457,0.30712345913803407,0.7550910105444573
2090,SSP1-2.6,Postfire,0.5419643240054545,0.31375313255568543,0.7701755154552234
2091,SSP1-2.6,Postfire,0.5529106224552384,0.3204389519032365,0.7853822930072403
2092,SSP1-2.6,Postfire,0.5639471385072605,0.32718020700364225,0.8007140700108788
2093,SSP1-2.6,Postfire,0.575072871497945,0.3339771572836947,0.8161685857121952
2094,SSP1-2.6,Postfire,0.5862853217712252,0.34083040735167713,0.8317402361907732
2095,SSP1-2.6,Postfire,0.5975821736117402,0.34774010700507396,0.8474242402184063
2096,SSP1-2.6,Postfire,0.6089612777092426,0.3547060605370339,0.8632164948814512
2097,SSP1-2.6,Postfire,0.6204213056419257,0.36172753599588126,0.8791150752879701
2098,SSP1-2.6,Postfire,0.631961355942351,0.3688036118115336,0.8951191000731684
2099,SSP1-2.6,Postfire,0.64358141980551,0.37593307582215085,0.9112297637888691
2100,SSP1-2.6,Postfire,0.6552824857129401,0.38311457053573494,0.9274504008901453
2014,SSP2-4.5,Gradual,0.00585941019638129,0,0.01568234227944219
2015,SSP2-4.5,Gradual,0.01180204198938468,0,0.03153283251290016
2016,SSP2-4.5,Gradual,0.01776189903214806,0,0.04735102125133199
2017,SSP2-4.5,Gradual,0.02374429102445426,0,0.06315300526387567
2018,SSP2-4.5,Gradual,0.02977285220631634,0,0.07900770125637124
2019,SSP2-4.5,Gradual,0.03587551805914832,0,0.09499451917223578
2020,SSP2-4.5,Gradual,0.04208460691306791,0,0.1112013251179206
2021,SSP2-4.5,Gradual,0.0484461903365258,0,0.12775257061243525
2022,SSP2-4.5,Gradual,0.0550058845973181,0,0.1447702234442085
2023,SSP2-4.5,Gradual,0.06178394876906202,0,0.1623035010309349
2024,SSP2-4.5,Gradual,0.06877554942746242,0,0.18032937682012568
2025,SSP2-4.5,Gradual,0.07594208660501758,0,0.19873173711779024
2026,SSP2-4.5,Gradual,0.08323932920943798,0,0.2173802967251911
2027,SSP2-4.5,Gradual,0.09063004050797918,0,0.2361680188385413
2028,SSP2-4.5,Gradual,0.09810256666088722,0,0.2550615168206492
2029,SSP2-4.5,Gradual,0.10564625791732472,0,0.27403330750104793
2030,SSP2-4.5,Gradual,0.11326239069599646,0,0.29308835626088114
2031,SSP2-4.5,Gradual,0.12096314871390013,0,0.31226262246215136
2032,SSP2-4.5,Gradual,0.1287737502354416,0,0.3316273961988371
2033,SSP2-4.5,Gradual,0.1367428902645574,0,0.35131664587427824
2034,SSP2-4.5,Gradual,0.14493747713168498,0,0.3715120129155451
2035,SSP2-4.5,Gradual,0.15337328032957728,0,0.3922549933643906
2036,SSP2-4.5,Gradual,0.162067153966152,0,0.4135833607740076
2037,SSP2-4.5,Gradual,0.17098716052136148,0,0.435405740527822
2038,SSP2-4.5,Gradual,0.18011827725831045,0,0.45767260386749264
2039,SSP2-4.5,Gradual,0.1894195877192,0,0.48027058775674314
2040,SSP2-4.5,Gradual,0.19885291652230896,0,0.5030927714874011
2041,SSP2-4.5,Gradual,0.20839613894930575,0,0.5260778787771021
2042,SSP2-4.5,Gradual,0.2180548531382309,0,0.5492404683228066
2043,SSP2-4.5,Gradual,0.2278522186161874,0,0.5726436155159752
2044,SSP2-4.5,Gradual,0.23782546821988923,0,0.5963869099116081
2045,SSP2-4.5,Gradual,0.248045066397079,0,0.6206548577732689
2046,SSP2-4.5,Gradual,0.25855922236534745,0,0.645573406520693
2047,SSP2-4.5,Gradual,0.2694062289829868,0,0.6712364686590957
2048,SSP2-4.5,Gradual,0.28057699651518214,0,0.6976137215951244
2049,SSP2-4.5,Gradual,0.2920092671220989,0,0.7245347720557864
2050,SSP2-4.5,Gradual,0.3036218384363193,0,0.7517804764409013
2051,SSP2-4.5,Gradual,0.3153711022086183,0,0.7792312454928702
2052,SSP2-4.5,Gradual,0.3272314341271413,0,0.8068209428642956
2053,SSP2-4.5,Gradual,0.3391923874407936,0,0.8345249765893389
2054,SSP2-4.5,Gradual,0.35127679704190384,0,0.8624047468635131
2055,SSP2-4.5,Gradual,0.3635404698916141,0,0.8906064737500512
2056,SSP2-4.5,Gradual,0.37604511343322694,0,0.9192908270298907
2057,SSP2-4.5,Gradual,0.3887946079353345,0,0.9484705617166203
2058,SSP2-4.5,Gradual,0.4017870831486675,0,0.9781368739039566
2059,SSP2-4.5,Gradual,0.41501795768161104,0,1.0082749788909842
2060,SSP2-4.5,Gradual,0.4284341504132755,0,1.03875050056863
2061,SSP2-4.5,Gradual,0.4419857858858622,0,1.06943439913221
2062,SSP2-4.5,Gradual,0.4556410301866918,0,1.1002464239005765
2063,SSP2-4.5,Gradual,0.4693973942946235,0,1.1311821265357251
2064,SSP2-4.5,Gradual,0.48326554152256473,0,1.162272622912269
2065,SSP2-4.5,Gradual,0.4972736257301943,0,1.1935921117705148
2066,SSP2-4.5,Gradual,0.5114945078501318,0,1.2253238536159046
2067,SSP2-4.5,Gradual,0.5259898859679026,0,1.2576246613167248
2068,SSP2-4.5,Gradual,0.5407828760177856,0,1.2905521512032887
2069,SSP2-4.5,Gradual,0.5558399107273849,0,1.3240216365389084
2070,SSP2-4.5,Gradual,0.5711006078885338,0,1.357880070550904
2071,SSP2-4.5,Gradual,0.5864969545737325,0,1.3919573532126184
2072,SSP2-4.5,Gradual,0.6019991949421891,0,1.4261786679372457
2073,SSP2-4.5,Gradual,0.6175967656474226,0,1.4605214107746065
2074,SSP2-4.5,Gradual,0.6332745569456567,0,1.4949542458657863
2075,SSP2-4.5,Gradual,0.6490351055808112,0,1.5294879242130932
2076,SSP2-4.5,Gradual,0.6648829254790205,0,1.5641396039370785
2077,SSP2-4.5,Gradual,0.6808479453315073,0,1.5989863725398745
2078,SSP2-4.5,Gradual,0.6969861878130437,0,1.63416846032364
2079,SSP2-4.5,Gradual,0.7133492711721263,0,1.6698150428371403
2080,SSP2-4.5,Gradual,0.7299623404408131,0,1.7059889397421213
2081,SSP2-4.5,Gradual,0.7468098463492756,0,1.742653090057877
2082,SSP2-4.5,Gradual,0.7638656563868185,0,1.7797425287047115
2083,SSP2-4.5,Gradual,0.7810708589601429,0,1.817115820749942
2084,SSP2-4.5,Gradual,0.7983904939378271,0,1.8546876170356432
2085,SSP2-4.5,Gradual,0.8157619577909929,0,1.8923119956681724
2086,SSP2-4.5,Gradual,0.8331546997057013,0,1.929917801005584
2087,SSP2-4.5,Gradual,0.8505788348025036,0,1.9675342610896736
2088,SSP2-4.5,Gradual,0.8680546071722666,0,2.0052169643334214
2089,SSP2-4.5,Gradual,0.8856387397127525,0,2.0431064114485866
2090,SSP2-4.5,Gradual,0.9034114851757592,0,2.0813988768687364
2091,SSP2-4.5,Gradual,0.9214128046210388,0,2.120194210391194
2092,SSP2-4.5,Gradual,0.9396835581632322,0,2.1595886203430688
2093,SSP2-4.5,Gradual,0.9581504287989102,0,2.1994102036872363
2094,SSP2-4.5,Gradual,0.9767030627863108,0,2.239393020741618
2095,SSP2-4.5,Gradual,0.9952628437365588,0,2.2793478190723597
2096,SSP2-4.5,Gradual,1.013763905028799,0,2.319120807129334
2097,SSP2-4.5,Gradual,1.032194592164404,0,2.3586879773674863
2098,SSP2-4.5,Gradual,1.0505557201464564,0,2.398058816925958
2099,SSP2-4.5,Gradual,1.0688942847685048,0,2.437350558401021
2100,SSP2-4.5,Gradual,1.0872919138735242,0,2.4767618482165847
2014,SSP2-4.5,Abrupt,0.01278849511725611,0.00725957749449882,0.0183174127400134
2015,SSP2-4.5,Abrupt,0.02576316692256823,0.01458070309750223,0.03694563074763423
2016,SSP2-4.5,Abrupt,0.03890557099773475,0.02196243571192272,0.05584870628354678
2017,SSP2-4.5,Abrupt,0.05225758527962651,0.0294470967529518,0.07506807380630122
2018,SSP2-4.5,Abrupt,0.06586092546540631,0.03707384576485109,0.09464800516596153
2019,SSP2-4.5,Abrupt,0.07975055476479226,0.04487531915562224,0.11462579037396228
2020,SSP2-4.5,Abrupt,0.09396241809072298,0.05288366947519655,0.1350411667062494
2021,SSP2-4.5,Abrupt,0.10855377807753588,0.06114651545205725,0.15596104070301453
2022,SSP2-4.5,Abrupt,0.123570255178964,0.06970206993015739,0.17743844042777063
2023,SSP2-4.5,Abrupt,0.13901139211360874,0.07855343522620481,0.19946934900101268
2024,SSP2-4.5,Abrupt,0.1548504709350149,0.08768345458934493,0.22201748728068485
2025,SSP2-4.5,Abrupt,0.17102050594045995,0.09704226432875707,0.24499874755216283
2026,SSP2-4.5,Abrupt,0.18746701557270787,0.10658935424240704,0.26834467690300867
2027,SSP2-4.5,Abrupt,0.20415112459574253,0.1162962513375264,0.29200599785395864
2028,SSP2-4.5,Abrupt,0.2210727120194072,0.1261653035656928,0.31598012047312163
2029,SSP2-4.5,Abrupt,0.2382190696408712,0.13618807510176062,0.34025006417998177
2030,SSP2-4.5,Abrupt,0.2555960680000018,0.14637150513611175,0.3648206308638918
2031,SSP2-4.5,Abrupt,0.27321772910122694,0.15672820684125716,0.3897072513611967
2032,SSP2-4.5,Abrupt,0.2911120233269057,0.16728127182700253,0.4149427748268089
2033,SSP2-4.5,Abrupt,0.30933383423612626,0.17807575228837427,0.4405919161838783
2034,SSP2-4.5,Abrupt,0.3279504564785785,0.1891666903922771,0.46673422256487995
2035,SSP2-4.5,Abrupt,0.3469458122385531,0.20054024616738728,0.49335137830971887
2036,SSP2-4.5,Abrupt,0.3663301183464964,0.21220538771340428,0.5204548489795886
2037,SSP2-4.5,Abrupt,0.3860459334027518,0.2241144988814168,0.5479773679240868
2038,SSP2-4.5,Abrupt,0.40608376350780967,0.23626095910545564,0.5759065679101637
2039,SSP2-4.5,Abrupt,0.426393211908072,0.2486035499946019,0.6041828738215421
2040,SSP2-4.5,Abrupt,0.4469417070701264,0.2611169973223111,0.6327664168179418
2041,SSP2-4.5,Abrupt,0.4677143907195919,0.2737908287134396,0.6616379527257442
2042,SSP2-4.5,Abrupt,0.48872481939818785,0.2866376693200236,0.6908119694763522
2043,SSP2-4.5,Abrupt,0.5099957586422759,0.29967720285850585,0.7203143144260459
2044,SSP2-4.5,Abrupt,0.5315586989060244,0.3129360412598974,0.7501813565521513
2045,SSP2-4.5,Abrupt,0.5534758434722911,0.3264666604080868,0.7804850265364953
2046,SSP2-4.5,Abrupt,0.5757693692151677,0.34028674964299954,0.811251988787336
2047,SSP2-4.5,Abrupt,0.598457517508485,0.3544112234487591,0.8425038115682109
2048,SSP2-4.5,Abrupt,0.6215102586986652,0.3688135876078106,0.8742069297895197
2049,SSP2-4.5,Abrupt,0.6448614073681846,0.3834376453308437,0.9062851694055256
2050,SSP2-4.5,Abrupt,0.6684451058720965,0.39822860435733165,0.9386616073868613
2051,SSP2-4.5,Abrupt,0.6922404760352098,0.41317100625178754,0.9713099458186321
2052,SSP2-4.5,Abrupt,0.7162339628378456,0.42825472982657203,1.0042131958491192
2053,SSP2-4.5,Abrupt,0.7404216713848868,0.44347759166735584,1.0373657511024177
2054,SSP2-4.5,Abrupt,0.7648255717928442,0.458859471258706,1.0707916723269824
2055,SSP2-4.5,Abrupt,0.7894873467295248,0.47443660438844004,1.1045380890706096
2056,SSP2-4.5,Abrupt,0.8144432925810661,0.49023996567228284,1.1386466194898492
2057,SSP2-4.5,Abrupt,0.8396758650020218,0.5062536484307765,1.1730980815732672
2058,SSP2-4.5,Abrupt,0.8651774125770152,0.522471245519974,1.2078835796340563
2059,SSP2-4.5,Abrupt,0.8909394140651165,0.5388856315432304,1.2429931965870025
2060,SSP2-4.5,Abrupt,0.916915589264108,0.5554566069888673,1.2783745715393486
2061,SSP2-4.5,Abrupt,0.9430753004665646,0.5721587908239048,1.3139918101092245
2062,SSP2-4.5,Abrupt,0.9694019944610291,0.5889792701006589,1.3498247188213994
2063,SSP2-4.5,Abrupt,0.9958989864423944,0.6059223368621184,1.3858756360226705
2064,SSP2-4.5,Abrupt,1.0225731152512347,0.6229948379149344,1.422151392587535
2065,SSP2-4.5,Abrupt,1.049441163592014,0.6402119743685951,1.458670352815433
2066,SSP2-4.5,Abrupt,1.0765487129029303,0.6576138910537856,1.495483534752075
2067,SSP2-4.5,Abrupt,1.103922146152008,0.6752228940750359,1.5326213982289798
2068,SSP2-4.5,Abrupt,1.131561365436635,0.6930379275495122,1.5700848033237578
2069,SSP2-4.5,Abrupt,1.1594338818611072,0.7110299056083478,1.6078378581138666
2070,SSP2-4.5,Abrupt,1.1875009082510413,0.7291652201799905,1.645836596322092
2071,SSP2-4.5,Abrupt,1.2157251178118076,0.7474122729466198,1.6840379626769955
2072,SSP2-4.5,Abrupt,1.2440972881386527,0.7657646174728102,1.7224299588044953
2073,SSP2-4.5,Abrupt,1.2726145292465472,0.7842209389450605,1.7610081195480338
2074,SSP2-4.5,Abrupt,1.301267573069618,0.8027738420209087,1.7997613041183271
2075,SSP2-4.5,Abrupt,1.3300588082998346,0.8214262282786213,1.8386913883210478
2076,SSP2-4.5,Abrupt,1.358988481565388,0.8401787889790043,1.877798174151772
2077,SSP2-4.5,Abrupt,1.3880723463937448,0.8590458790335602,1.9170988137539293
2078,SSP2-4.5,Abrupt,1.4173376747108768,0.8780516544183207,1.956623695003433
2079,SSP2-4.5,Abrupt,1.4468043089643183,0.897213186352383,1.9963954315762535
2080,SSP2-4.5,Abrupt,1.4764763158336582,0.9165334359859844,2.036419195681332
2081,SSP2-4.5,Abrupt,1.5063376745782333,0.935997598731732,2.0766777504247345
2082,SSP2-4.5,Abrupt,1.536372963636504,0.9555920023645726,2.1171539249084352
2083,SSP2-4.5,Abrupt,1.566550592612841,0.9752887927250538,2.1578123925006283
2084,SSP2-4.5,Abrupt,1.596857959407527,0.9950777183181241,2.19863820049693
2085,SSP2-4.5,Abrupt,1.6272641709743578,1.0149319674692472,2.2395963744794685
2086,SSP2-4.5,Abrupt,1.6577600391825889,1.0348446107587717,2.280675467606406
2087,SSP2-4.5,Abrupt,1.6883539715124232,1.0548241432074086,2.3218837998174378
2088,SSP2-4.5,Abrupt,1.7190544318757135,1.0748785306807038,2.363230333070723
2089,SSP2-4.5,Abrupt,1.7498875845177702,1.0950313602188322,2.404743808816708
2090,SSP2-4.5,Abrupt,1.7808865231499735,1.1153119385031167,2.4464611077968303
2091,SSP2-4.5,Abrupt,1.812059809026736,1.1357268350704266,2.4883927829830452
2092,SSP2-4.5,Abrupt,1.8434210285128387,1.156287493818489,2.5305545632071884
2093,SSP2-4.5,Abrupt,1.874926262593813,1.1769535477173911,2.572898977470235
2094,SSP2-4.5,Abrupt,1.9065281108350016,1.1976830281110498,2.6153731935589537
2095,SSP2-4.5,Abrupt,1.9381995815702049,1.2184532321928887,2.657945930947521
2096,SSP2-4.5,Abrupt,1.9699168275566352,1.2392442049511385,2.700589450162132
2097,SSP2-4.5,Abrupt,2.0016817001579432,1.2600591648039083,2.743304235511978
2098,SSP2-4.5,Abrupt,2.0334952735779925,1.2808999243146006,2.7860906228413844
2099,SSP2-4.5,Abrupt,2.065379661553799,1.3017870548367463,2.8289722682708516
2100,SSP2-4.5,Abrupt,2.0973672634340477,1.322749945547681,2.8719845813204143
2014,SSP2-4.5,Combustion,0.00288438366823214,0.0017184097623767801,0.0040503575740875
2015,SSP2-4.5,Combustion,0.00579085774535961,0.00343805891925925,0.00814365657145997
2016,SSP2-4.5,Combustion,0.00871537028001787,0.00515794322002108,0.01227279734001466
2017,SSP2-4.5,Combustion,0.01166776251072008,0.006886805771599611,0.01644871924984055
2018,SSP2-4.5,Combustion,0.01465772194206222,0.0086326407958183,0.02068280308830614
2019,SSP2-4.5,Combustion,0.01769319806802477,0.01040175559597896,0.02498464054007058
2020,SSP2-4.5,Combustion,0.02078237025209123,0.012200336700191182,0.02936440380399128
2021,SSP2-4.5,Combustion,0.02393814601784586,0.014037913682858281,0.03383837835283344
2022,SSP2-4.5,Combustion,0.02717077071906628,0.01592178315166661,0.038419758286465946
2023,SSP2-4.5,Combustion,0.03047979252555412,0.01785159325912725,0.04310799179198099
2024,SSP2-4.5,Combustion,0.03385869415523259,0.01982287700676974,0.047894511303695445
2025,SSP2-4.5,Combustion,0.03729179247296148,0.021824936752023412,0.05275864819389955
2026,SSP2-4.5,Combustion,0.04076638443294007,0.0238494417454573,0.05768332712042284
2027,SSP2-4.5,Combustion,0.04427337879604413,0.02589064791904237,0.06265610967304588
2028,SSP2-4.5,Combustion,0.04781265780779559,0.0279490288129778,0.06767628680261338
2029,SSP2-4.5,Combustion,0.0513811808174102,0.03002279286879776,0.07273956876602264
2030,SSP2-4.5,Combustion,0.05498024296448452,0.03211320265808436,0.07784728327088468
2031,SSP2-4.5,Combustion,0.05861307841099053,0.034222543085804136,0.08300361373617693
2032,SSP2-4.5,Combustion,0.06228624127710613,0.03635526134977175,0.0882172212044405
2033,SSP2-4.5,Combustion,0.06601263641017237,0.038520106305099916,0.09350516651524482
2034,SSP2-4.5,Combustion,0.06980820589242757,0.04072770131891171,0.09888871046594344
2035,SSP2-4.5,Combustion,0.07366921633745964,0.04297471875413354,0.10436371392078574
2036,SSP2-4.5,Combustion,0.0775981760875534,0.04526257657310569,0.10993377560200111
2037,SSP2-4.5,Combustion,0.08158140571865959,0.04758141024337253,0.11558140119394664
2038,SSP2-4.5,Combustion,0.08561666083930326,0.04992978496868277,0.12130353670992375
2039,SSP2-4.5,Combustion,0.08969176249902709,0.0522992595766453,0.12708426542140888
2040,SSP2-4.5,Combustion,0.09379880226730494,0.054684723499737874,0.132912881034872
2041,SSP2-4.5,Combustion,0.0979341593293027,0.05708410275114567,0.13878421590745973
2042,SSP2-4.5,Combustion,0.10210117276063964,0.05949999999301705,0.14470234552826222
2043,SSP2-4.5,Combustion,0.10630550615087034,0.06193639831801782,0.15067461398372287
2044,SSP2-4.5,Combustion,0.11055505126022236,0.0643986595659307,0.156711442954514
2045,SSP2-4.5,Combustion,0.11486543286291558,0.06689738131534115,0.16283348441049
2046,SSP2-4.5,Combustion,0.11924249306608103,0.06943601157959953,0.16904897455256254
2047,SSP2-4.5,Combustion,0.12369113383454824,0.07201744146828376,0.17536482620081273
2048,SSP2-4.5,Combustion,0.12820413106532305,0.0746361602050343,0.1817721019256118
2049,SSP2-4.5,Combustion,0.13276479904768324,0.07728042551212423,0.18824917258324225
2050,SSP2-4.5,Combustion,0.13735631812713628,0.07993888420970754,0.194773752044565
2051,SSP2-4.5,Combustion,0.14197328524978908,0.08260850556822524,0.20133806493135292
2052,SSP2-4.5,Combustion,0.14661221684198392,0.08528737085427389,0.20793706282969393
2053,SSP2-4.5,Combustion,0.15127213957024346,0.08797517379887447,0.21456910534161244
2054,SSP2-4.5,Combustion,0.1559588336789139,0.09067619236395524,0.22124147499387253
2055,SSP2-4.5,Combustion,0.16068335572918327,0.09339812728649836,0.22796858417186816
2056,SSP2-4.5,Combustion,0.16545547827191995,0.09614748736542228,0.23476346917841762
2057,SSP2-4.5,Combustion,0.17027079399320227,0.09892074790681296,0.2416208400795916
2058,SSP2-4.5,Combustion,0.17512744001502167,0.1017165022587958,0.24853837777124754
2059,SSP2-4.5,Combustion,0.1800233131094766,0.10453324933930032,0.2555133768796529
2060,SSP2-4.5,Combustion,0.18494611800929364,0.10736241431193483,0.26252982170665246
2061,SSP2-4.5,Combustion,0.18988761278650415,0.11019868155813649,0.2695765440148718
2062,SSP2-4.5,Combustion,0.19484331587514492,0.11303939973809356,0.27664723201219626
2063,SSP2-4.5,Combustion,0.1998141526602416,0.11588561280853421,0.283742692511949
2064,SSP2-4.5,Combustion,0.20480205594533055,0.11873887290302394,0.29086523898763716
2065,SSP2-4.5,Combustion,0.20981174042570744,0.1216025443260811,0.2980209365253338
2066,SSP2-4.5,Combustion,0.2148559466205464,0.1244854525086135,0.30522644073247934
2067,SSP2-4.5,Combustion,0.2199423027935115,0.12739251157925247,0.31249209400777056
2068,SSP2-4.5,Combustion,0.2250711221429984,0.13032349392469933,0.3198187503612975
2069,SSP2-4.5,Combustion,0.23023354447028432,0.13327194401828732,0.3271951449222813
2070,SSP2-4.5,Combustion,0.23541874489428083,0.13623040133731223,0.3346070884512494
2071,SSP2-4.5,Combustion,0.2406161646064326,0.13919187302480746,0.34204045618805773
2072,SSP2-4.5,Combustion,0.24582317022011413,0.1421550418591272,0.34949129858110106
2073,SSP2-4.5,Combustion,0.2510389666892368,0.14511970524544873,0.3569582281330249
2074,SSP2-4.5,Combustion,0.25626096244955565,0.14808427294788312,0.3644376519512282
2075,SSP2-4.5,Combustion,0.26148990916057036,0.15104948834765924,0.37193032997348147
2076,SSP2-4.5,Combustion,0.2667259723078121,0.15401557364805474,0.37943637096756944
2077,SSP2-4.5,Combustion,0.27197383027527233,0.15698587473544312,0.38696178581510154
2078,SSP2-4.5,Combustion,0.2772415925339976,0.15996597603246193,0.3945172090355333
2079,SSP2-4.5,Combustion,0.2825353047919469,0.16295981384694358,0.4021107957369502
2080,SSP2-4.5,Combustion,0.2878564271132002,0.16596806956682678,0.40974478465957365
2081,SSP2-4.5,Combustion,0.29320045565468605,0.1689872860082907,0.4174136253010814
2082,SSP2-4.5,Combustion,0.29856296702086915,0.17201431249723795,0.42511162154450033
2083,SSP2-4.5,Combustion,0.3039346426493883,0.17504269160964767,0.4328265936891289
2084,SSP2-4.5,Combustion,0.3093117434031975,0.1780701182447946,0.44055336856160043
2085,SSP2-4.5,Combustion,0.31468502918029373,0.18109037431220673,0.4482796840483807
2086,SSP2-4.5,Combustion,0.32005173573884926,0.18410196084137323,0.4560015106363253
2087,SSP2-4.5,Combustion,0.3254144493935142,0.18710701706730176,0.46372188171972667
2088,SSP2-4.5,Combustion,0.33077583503445024,0.1901075172533854,0.4714441528155151
2089,SSP2-4.5,Combustion,0.33614398486759545,0.19310913986657352,0.4791788298686174
2090,SSP2-4.5,Combustion,0.3415292171616224,0.19611888656494766,0.48693954775829706
2091,SSP2-4.5,Combustion,0.346934433570448,0.19913835821002662,0.4947305089308694
2092,SSP2-4.5,Combustion,0.3523640799219365,0.20217036317457762,0.5025577966692955
2093,SSP2-4.5,Combustion,0.3578047886963458,0.2052051767909307,0.510404400601761
2094,SSP2-4.5,Combustion,0.3632418632061818,0.20823273220289915,0.5182509942094644
2095,SSP2-4.5,Combustion,0.3686668318302849,0.2112476865755588,0.526085977085011
2096,SSP2-4.5,Combustion,0.3740722098058315,0.21424537829199405,0.5338990413196689
2097,SSP2-4.5,Combustion,0.3794585736605735,0.21722680340516218,0.5416903439159848
2098,SSP2-4.5,Combustion,0.3848263258771177,0.2201925699372987,0.5494600818169366
2099,SSP2-4.5,Combustion,0.3901825026127887,0.22314784351197267,0.5572171617136047
2100,SSP2-4.5,Combustion,0.3955374694344442,0.22609986306297436,0.564975075805914
2014,SSP2-4.5,Postfire,0.00320627669239396,0.00167932415168829,0.00473322923309963
2015,SSP2-4.5,Postfire,0.0065217162450865104,0.0033788515452492602,0.00966458094492376
2016,SSP2-4.5,Postfire,0.00991609906551018,0.00512135076500124,0.01471084736601912
2017,SSP2-4.5,Postfire,0.01338771684687567,0.006909930091166549,0.01986550360258479
2018,SSP2-4.5,Postfire,0.01693853720427745,0.008745112311796099,0.0251319620967588
2019,SSP2-4.5,Postfire,0.02057089860910679,0.01062739281529999,0.03051440440291359
2020,SSP2-4.5,Postfire,0.02428736696322889,0.01255739278740465,0.03601734113905313
2021,SSP2-4.5,Postfire,0.02809125528728965,0.01453555954143144,0.04164695103314786
2022,SSP2-4.5,Postfire,0.03198631905899069,0.01656246652517277,0.047410171592808616
2023,SSP2-4.5,Postfire,0.03597561419952927,0.01863939751708954,0.053311830881969
2024,SSP2-4.5,Postfire,0.04006115520967473,0.020768238395211622,0.05935407202413784
2025,SSP2-4.5,Postfire,0.04424358804574998,0.02295138152760155,0.06553579456389841
2026,SSP2-4.5,Postfire,0.04852285967141442,0.02519110944146065,0.07185460990136819
2027,SSP2-4.5,Postfire,0.05289893573239639,0.027489231235002166,0.07830864022979062
2028,SSP2-4.5,Postfire,0.05737250312310219,0.029846848964548922,0.08489815728165546
2029,SSP2-4.5,Postfire,0.06194439980822227,0.03226489447498629,0.09162390514145825
2030,SSP2-4.5,Postfire,0.06661567126258545,0.034744118764678686,0.09848722376049222
2031,SSP2-4.5,Postfire,0.07138781565242026,0.03728508741600299,0.10549054388883754
2032,SSP2-4.5,Postfire,0.0762628817381258,0.039888191081696014,0.11263757239455559
2033,SSP2-4.5,Postfire,0.08124396684085272,0.04255351832981273,0.11993441535189271
2034,SSP2-4.5,Postfire,0.08633527822774559,0.045281040779329075,0.1273895156761621
2035,SSP2-4.5,Postfire,0.09153978181239215,0.04807189105483391,0.1350076725699504
2036,SSP2-4.5,Postfire,0.09686005911843903,0.050927459272953696,0.14279265896392437
2037,SSP2-4.5,Postfire,0.10229733550200096,0.05384985423344855,0.15074481677055337
2038,SSP2-4.5,Postfire,0.10785279945847856,0.05684086403311496,0.15886473488384217
2039,SSP2-4.5,Postfire,0.11352699090793704,0.05990241335342269,0.16715156846245138
2040,SSP2-4.5,Postfire,0.1193200034989308,0.06303629226354716,0.1756037147343144
2041,SSP2-4.5,Postfire,0.1252323129359011,0.06624380721913721,0.18422081865266499
2042,SSP2-4.5,Postfire,0.1312652516779611,0.06952564999151832,0.19300485336440387
2043,SSP2-4.5,Postfire,0.13742090750394598,0.07288218498431144,0.20195963002358053
2044,SSP2-4.5,Postfire,0.14370199014375185,0.0763136569892171,0.2110903232982866
2045,SSP2-4.5,Postfire,0.15011255015735298,0.07981995231324253,0.22040514800146344
2046,SSP2-4.5,Postfire,0.15665652585866624,0.08340153734029497,0.2299115143770375
2047,SSP2-4.5,Postfire,0.1633375536003373,0.08705935860306814,0.23961574859760648
2048,SSP2-4.5,Postfire,0.1701579557702986,0.09079522204122004,0.24952068949937717
2049,SSP2-4.5,Postfire,0.17711800677376496,0.0946117806189479,0.25962423292858205
2050,SSP2-4.5,Postfire,0.18421677670255057,0.09851175119975969,0.26992180220534145
2051,SSP2-4.5,Postfire,0.19145406403246415,0.10249687390081405,0.2804112541641143
2052,SSP2-4.5,Postfire,0.19883026025290715,0.10656825417631886,0.2910922663294954
2053,SSP2-4.5,Postfire,0.20634607876991864,0.11072665806678403,0.3019654994730533
2054,SSP2-4.5,Postfire,0.2140032173612799,0.11497230995786507,0.3130341247646947
2055,SSP2-4.5,Postfire,0.22180466539134316,0.11930497192876935,0.32430435885391695
2056,SSP2-4.5,Postfire,0.22975401564292,0.1237244961175484,0.3357835351682916
2057,SSP2-4.5,Postfire,0.23785333359472324,0.12823184746022143,0.34747481972922506
2058,SSP2-4.5,Postfire,0.24610414538025657,0.13282825478401253,0.3593800359765006
2059,SSP2-4.5,Postfire,0.25450795882760086,0.1375148860186094,0.3715010316365923
2060,SSP2-4.5,Postfire,0.2630647613932736,0.1422935398252676,0.38383598296127963
2061,SSP2-4.5,Postfire,0.2717740719827057,0.14716587262848407,0.3963822713369273
2062,SSP2-4.5,Postfire,0.28063577748205054,0.15213301580870225,0.40913853915539883
2063,SSP2-4.5,Postfire,0.2896505685589854,0.1571955029413268,0.42210563417664404
