Year,SSP,Process,mean_GtCO2,ymin_GtCO2,ymax_GtCO2
2099,SSP1-2.6,Postfire,15.422795390935915,0.8538241818232635,29.991766600048567
2100,SSP1-2.6,Postfire,15.66726558209483,0.8908654783184176,30.443665685871242
2014,SSP2-4.5,Gradual,0.6933883217848785,0,1.4927560985029924
2015,SSP2-4.5,Gradual,1.3958313325034015,0,2.9993448782402976
2016,SSP2-4.5,Gradual,2.099304780370284,0,4.5001532188741535
2017,SSP2-4.5,Gradual,2.8044715310071076,0,5.996893821578695
2018,SSP2-4.5,Gradual,3.5142266034449787,0,7.496388598717147
2019,SSP2-4.5,Gradual,4.231992758216867,0,9.006522391797972
2020,SSP2-4.5,Gradual,4.9617946223526115,0,10.53627115779707
2021,SSP2-4.5,Gradual,5.7092697075736565,0,12.097978405193201
2022,SSP2-4.5,Gradual,6.480005020022565,0,13.70371289648882
2023,SSP2-4.5,Gradual,7.276396060673919,0,15.358135794925222
2024,SSP2-4.5,Gradual,8.09776703718741,0,17.05882295949208
2025,SSP2-4.5,Gradual,8.939437208152569,0,18.794430647660977
2026,SSP2-4.5,Gradual,9.796062590076565,0,20.552214006070074
2027,SSP2-4.5,Gradual,10.663152770359924,0,22.32168865518737
2028,SSP2-4.5,Gradual,11.53929290776752,0,24.099502699212437
2029,SSP2-4.5,Gradual,12.423205459407932,0,25.882944909993636
2030,SSP2-4.5,Gradual,13.31503216478379,0,27.672422749577283
2031,SSP2-4.5,Gradual,14.216223378901567,0,29.471376670109255
2032,SSP2-4.5,Gradual,15.12978767989178,0,31.286674551173334
2033,SSP2-4.5,Gradual,16.061525444372595,0,33.13120654758603
2034,SSP2-4.5,Gradual,17.019396365747365,0,35.02244661977497
2035,SSP2-4.5,Gradual,18.005241777806557,0,36.96439453422394
2036,SSP2-4.5,Gradual,19.020985173890676,0,38.96052371981886
2037,SSP2-4.5,Gradual,20.06274768512694,0,41.00192368056807
2038,SSP2-4.5,Gradual,21.12864240692211,0,43.08356918978113
2039,SSP2-4.5,Gradual,22.2137387798973,0,45.194403752508066
2040,SSP2-4.5,Gradual,23.31342190700098,0,47.32392112337
2041,SSP2-4.5,Gradual,24.425022830449983,0,49.46608140177263
2042,SSP2-4.5,Gradual,25.549192703033864,0,51.62218294459609
2043,SSP2-4.5,Gradual,26.688677407139167,0,53.79822746252405
2044,SSP2-4.5,Gradual,27.84788323516085,0,56.00371648700068
2045,SSP2-4.5,Gradual,29.03513437230498,0,58.256237441082206
2046,SSP2-4.5,Gradual,30.25610965553456,0,60.56781303911264
2047,SSP2-4.5,Gradual,31.515260072939014,0.08326464450199111,62.947255501376034
2048,SSP2-4.5,Gradual,32.81141474350768,0.23135495968032416,65.39147452733505
2049,SSP2-4.5,Gradual,34.13709658919819,0.3902801332005197,67.88391304519585
2050,SSP2-4.5,Gradual,35.48259216089318,0.5618904044605415,70.40329391732581
2051,SSP2-4.5,Gradual,36.84266615197707,0.7474810746397011,72.93785122931445
2052,SSP2-4.5,Gradual,38.214270066834246,0.9474442069751916,75.4810959266933
2053,SSP2-4.5,Gradual,39.596164808320566,1.1617619669785597,78.03056764966257
2054,SSP2-4.5,Gradual,40.991038082267,1.3900593952334503,80.59201676930056
2055,SSP2-4.5,Gradual,42.40546311236038,1.6316252832408722,83.17930094147988
2056,SSP2-4.5,Gradual,43.84669896607427,1.8857211133736413,85.8076768187749
2057,SSP2-4.5,Gradual,45.31519296519067,2.152003539448728,88.47838239093261
2058,SSP2-4.5,Gradual,46.81065236286822,2.430925812439817,91.19037891329663
2059,SSP2-4.5,Gradual,48.332470861540216,2.7228870073136235,93.9420547157668
2060,SSP2-4.5,Gradual,49.87437550556139,3.028198244426463,96.72055276669631
2061,SSP2-4.5,Gradual,51.43045224873836,3.3475020751377755,99.51340242233894
2062,SSP2-4.5,Gradual,52.99693527967159,3.681046198010783,102.31282436133239
2063,SSP2-4.5,Gradual,54.57351804736248,4.02876998753451,105.11826610719044
2064,SSP2-4.5,Gradual,56.16146119233093,4.390276974779631,107.93264540988224
2065,SSP2-4.5,Gradual,57.764067573907255,4.765187328711498,110.762947819103
2066,SSP2-4.5,Gradual,59.38983862266672,5.153317699840166,113.62635954549327
2067,SSP2-4.5,Gradual,61.04598039778792,5.554299929145735,116.53766086643012
2068,SSP2-4.5,Gradual,62.73515711143194,5.968108462699803,119.50220576016407
2069,SSP2-4.5,Gradual,64.45339783400976,6.394898721392785,122.51189694662673
2070,SSP2-4.5,Gradual,66.19358048016446,6.835071755296276,125.55208920503264
2071,SSP2-4.5,Gradual,67.94771649525906,7.288865308293261,128.60656768222486
2072,SSP2-4.5,Gradual,69.71228354831584,7.756521267247912,131.66804582938377
2073,SSP2-4.5,Gradual,71.4860483953987,8.2377735964194585,134.73432319437794
2074,SSP2-4.5,Gradual,73.26727980026328,8.732052112594346,137.80250748793222
2075,SSP2-4.5,Gradual,75.05629044032435,9.238966536856864,140.87361434379181
2076,SSP2-4.5,Gradual,76.85364317430556,9.7579418887087,143.94934445990242
2077,SSP2-4.5,Gradual,78.66282587388694,10.288746026605494,147.0369057211684
2078,SSP2-4.5,Gradual,80.49034355694657,10.83131428223416,150.14937283165898
2079,SSP2-4.5,Gradual,82.34218583507523,11.385569666542992,153.29880200360748
2080,SSP2-4.5,Gradual,84.22124923974904,11.951492533984634,156.49100594551345
2081,SSP2-4.5,Gradual,86.12569820378614,12.528946862799515,159.72244954477276
2082,SSP2-4.5,Gradual,88.0524425969931,13.118016178609082,162.98686901537712
2083,SSP2-4.5,Gradual,89.99464273915615,13.718250668325993,166.2710348099863
2084,SSP2-4.5,Gradual,91.94820544128162,14.329609690685928,169.5668011918773
2085,SSP2-4.5,Gradual,93.90593775021968,14.9511307422095,172.86074475822986
2086,SSP2-4.5,Gradual,95.86431552212233,15.582397879407225,176.14623316483744
2087,SSP2-4.5,Gradual,97.82453766734736,16.223045205792687,179.42603012890203
2088,SSP2-4.5,Gradual,99.78900700891435,16.872528219415756,182.70548579841295
2089,SSP2-4.5,Gradual,101.76429962492944,17.530932218041002,185.99766703181785
2090,SSP2-4.5,Gradual,103.75968609979842,18.19861706130625,189.32075513829056
2091,SSP2-4.5,Gradual,105.77981934555004,18.875511464809023,192.68412722629105
2092,SSP2-4.5,Gradual,107.82936688153532,19.56225167228702,196.09648209078364
2093,SSP2-4.5,Gradual,109.89995605468586,20.257671667449586,199.54224044192213
2094,SSP2-4.5,Gradual,111.97888191478611,20.96089027019387,202.99687355937834
2095,SSP2-4.5,Gradual,114.05708972728078,21.671315426640376,206.4428640279212
2096,SSP2-4.5,Gradual,116.12707451889888,22.38789648098448,209.86625255681327
2097,SSP2-4.5,Gradual,118.1875343203603,23.110099544319695,213.2649690964009
2098,SSP2-4.5,Gradual,120.23867462351612,23.83704519207538,216.64030405495686
2099,SSP2-4.5,Gradual,122.28599218645626,24.56866231332306,220.00332205958944
2100,SSP2-4.5,Gradual,124.33891822195064,25.30536114661453,223.37247529728674
2014,SSP2-4.5,Abrupt,0.15916338665123922,0.06275517754926042,0.25557159575321803
2015,SSP2-4.5,Abrupt,0.321789709745486,0.12625246496180825,0.5173269545291637
2016,SSP2-4.5,Abrupt,0.4875260515862155,0.1905003563794483,0.7845517467929827
2017,SSP2-4.5,Abrupt,0.657063396312427,0.2560869427023141,1.05803984992254
2018,SSP2-4.5,Abrupt,0.8311102987675809,0.323565784942887,1.3386548125922748
2019,SSP2-4.5,Abrupt,1.0102721388141511,0.3934081352592024,1.6271361423690998
2020,SSP2-4.5,Abrupt,1.1951827144917695,0.46608593352598426,1.9242794954575548
2021,SSP2-4.5,Abrupt,1.3868886631837465,0.5423450717661088,2.2314322546013843
2022,SSP2-4.5,Abrupt,1.58624929693177,0.6228196690395856,2.5496789248239544
2023,SSP2-4.5,Abrupt,1.7933199230283383,0.7076577596764015,2.878982086380275
2024,SSP2-4.5,Abrupt,2.0076642996088405,0.7966771594514346,3.2186514397662465
2025,SSP2-4.5,Abrupt,2.228106172121315,0.8891803808747489,3.5670319633678806
2026,SSP2-4.5,Abrupt,2.4536651859333363,0.984566265934343,3.9227641059323295
2027,SSP2-4.5,Abrupt,2.6836403623592364,1.082415748178872,4.284864976539601
2028,SSP2-4.5,Abrupt,2.918040193422404,1.182795584798268,4.65328480204654
2029,SSP2-4.5,Abrupt,3.156639490860362,1.2855937421233083,5.027685239597416
2030,SSP2-4.5,Abrupt,3.3995557355455643,1.390945937452459,5.40816553363867
2031,SSP2-4.5,Abrupt,3.6470640607497535,1.4990883402754784,5.795039781224029
2032,SSP2-4.5,Abrupt,3.899699293469298,1.6104256808664172,6.188972906072179
2033,SSP2-4.5,Abrupt,4.158506237918096,1.7257383924704799,6.591274083365712
2034,SSP2-4.5,Abrupt,4.42478223267783,1.8460085261100367,7.003555939245624
2035,SSP2-4.5,Abrupt,4.698257300952593,1.971057547041967,7.4254570548632195
2036,SSP2-4.5,Abrupt,4.979148743921382,2.101083524473316,7.857213963369448
2037,SSP2-4.5,Abrupt,5.266392684051187,2.235314975180701,8.297470392921673
2038,SSP2-4.5,Abrupt,5.559827000500491,2.373676419632302,8.74597758136868
2039,SSP2-4.5,Abrupt,5.8585074697708315,2.5154843716531934,9.201530567888469
2040,SSP2-4.5,Abrupt,6.161816959357387,2.6603119002468,9.663322018467975
2041,SSP2-4.5,Abrupt,6.469473032369955,2.8079844442970576,10.130961620442854
2042,SSP2-4.5,Abrupt,6.781740287399688,2.9587399154522243,10.604740659347152
2043,SSP2-4.5,Abrupt,7.099062329576963,3.112944174566214,11.085180484587712
2044,SSP2-4.5,Abrupt,7.42205709831356,3.271100107908995,11.573014088718125
2045,SSP2-4.5,Abrupt,7.751939667458059,3.4341862027296557,12.069693132186462
2046,SSP2-4.5,Abrupt,8.089152244443563,3.602551083855295,12.57575340503183
2047,SSP2-4.5,Abrupt,8.434073821796897,3.776523555143884,13.09162408844991
2048,SSP2-4.5,Abrupt,8.78613344349203,3.9556456353558875,13.616621251628173
2049,SSP2-4.5,Abrupt,9.144051449738438,4.138900998204736,14.14920190127214
2050,SSP2-4.5,Abrupt,9.506544528814691,4.325278117277898,14.687810940351486
2051,SSP2-4.5,Abrupt,9.873204892104948,4.514493930891479,15.231915853318416
2052,SSP2-4.5,Abrupt,10.243767080490873,4.706362470700531,15.781171690281214
2053,SSP2-4.5,Abrupt,10.618155616873166,4.900848303308382,16.33546293043795
2054,SSP2-4.5,Abrupt,10.996803848740935,5.09833638179642,16.89527131568545
2055,SSP2-4.5,Abrupt,11.380532846203558,5.299522815243068,17.461542877164046
2056,SSP2-4.5,Abrupt,11.770060503541403,5.505010146815814,18.035110860266993
2057,SSP2-4.5,Abrupt,12.165048861380477,5.714514878555374,18.61558284420558
2058,SSP2-4.5,Abrupt,12.56535470002354,5.927935621335632,19.20277377871145
2059,SSP2-4.5,Abrupt,12.970813158561342,6.1451469436485375,19.796479373474146
2060,SSP2-4.5,Abrupt,13.380511346673488,6.365378921126517,20.39564377222046
2061,SSP2-4.5,Abrupt,13.793843086286351,6.588142085359137,20.999544087213565
2062,SSP2-4.5,Abrupt,14.21048039296944,6.813187341112428,21.607773444826453
2063,SSP2-4.5,Abrupt,14.630488699719384,7.040600064338968,22.2203773350998
2064,SSP2-4.5,Abrupt,15.054004288775364,7.270518284998957,22.83749029255177
2065,SSP2-4.5,Abrupt,15.48136018033863,7.50324238352225,23.45947797715501
2066,SSP2-4.5,Abrupt,15.913458514252811,7.739557566040887,24.087359462464736
2067,SSP2-4.5,Abrupt,16.350821804233956,7.9799037177552705,24.72173989071264
2068,SSP2-4.5,Abrupt,16.793447704535232,8.224263936214681,25.36263147285578
2069,SSP2-4.5,Abrupt,17.24069352308052,8.472076300216424,26.009310745944617
2070,SSP2-4.5,Abrupt,17.691791702916138,8.722688088107232,26.660895317725043
2071,SSP2-4.5,Abrupt,18.1460034927433,8.975483706315782,27.31652327917082
2072,SSP2-4.5,Abrupt,18.603145416271268,9.230337321894199,27.97595351064834
2073,SSP2-4.5,Abrupt,19.06316012716671,9.48722452736959,28.63909572696383
2074,SSP2-4.5,Abrupt,19.525864175548232,9.746001775530068,29.305726575566396
2075,SSP2-4.5,Abrupt,19.991304153571168,10.006726722828668,29.97588158431367
2076,SSP2-4.5,Abrupt,20.459485307933058,10.269415122768313,30.6495554930978
2077,SSP2-4.5,Abrupt,20.930718553342206,10.534348052851742,31.327089053832673
2078,SSP2-4.5,Abrupt,21.40554235180645,10.801998553108623,32.009086150504274
2079,SSP2-4.5,Abrupt,21.884348697254502,11.072702710096898,32.695994684412106
2080,SSP2-4.5,Abrupt,22.367217152260476,11.346520480226069,33.387913824294884
2081,SSP2-4.5,Abrupt,22.85383136316986,11.623166562537676,34.084496163802044
2082,SSP2-4.5,Abrupt,23.34388548139341,11.902373549417186,34.78539741336964
2083,SSP2-4.5,Abrupt,23.836753688794403,12.183594612036458,35.48991276555235
2084,SSP2-4.5,Abrupt,24.33218597108576,12.466627491803996,36.19774445036752
2085,SSP2-4.5,Abrupt,24.829570866719425,12.750946044741632,36.90819568869722
2086,SSP2-4.5,Abrupt,25.32872646981844,13.036413104800953,37.621039834835926
2087,SSP2-4.5,Abrupt,25.829818349676454,13.323195203391201,38.33644149596171
2088,SSP2-4.5,Abrupt,26.333013373574193,13.611448295838892,39.054578451309496
2089,SSP2-4.5,Abrupt,26.838828597311306,13.901637144801116,39.7760200498215
2090,SSP2-4.5,Abrupt,27.347917945939965,14.194339860796806,40.50149603108312
2091,SSP2-4.5,Abrupt,27.86044978204494,14.489686816046566,41.23121274804332
2092,SSP2-4.5,Abrupt,28.376691931275595,14.7879047785052,41.96547908404599
2093,SSP2-4.5,Abrupt,28.895775421377778,15.088200907665957,42.7033499350896
2094,SSP2-4.5,Abrupt,29.41676375077633,15.389749860519993,43.44377764103267
2095,SSP2-4.5,Abrupt,29.939123155989495,15.692103658579944,44.186142653399045
2096,SSP2-4.5,Abrupt,30.462382680944184,15.994868749035545,44.92989661285282
2097,SSP2-4.5,Abrupt,30.986578915982022,16.298107777722137,45.67505005424191
2098,SSP2-4.5,Abrupt,31.51173293857611,16.601855907992388,46.42160996915983
2099,SSP2-4.5,Abrupt,32.03828120467424,16.906517103678286,47.1700453056702
2100,SSP2-4.5,Abrupt,32.56686251913953,17.212669029483887,47.92105600879516
2014,SSP2-4.5,Combustion,0.7193738575428421,0.44380489406585943,0.9949428210198248
2015,SSP2-4.5,Combustion,1.444244436613482,0.8879766326033962,2.000512240623568
2016,SSP2-4.5,Combustion,2.1735946209296535,1.3322786105531663,3.0149106313061407
2017,SSP2-4.5,Combustion,2.9098756448960565,1.7789793333282398,4.040771956463873
2018,SSP2-4.5,Combustion,3.6555024567149488,2.2301479719123485,5.080856941517549
2019,SSP2-4.5,Combustion,4.412457384526063,2.6874156465196846,6.137499122532442
2020,SSP2-4.5,Combustion,5.182780650381326,3.1523791747918737,7.2131821259707785
2021,SSP2-4.5,Combustion,5.969694662599659,3.62748938285397,8.311899942345349
2022,SSP2-4.5,Combustion,6.775757627329325,4.114622354079925,9.436892900578725
2023,SSP2-4.5,Combustion,7.600859018698781,4.613685175999814,10.588032861397748
2024,SSP2-4.5,Combustion,8.443374353379427,5.123526036489761,11.763222670269094
2025,SSP2-4.5,Combustion,9.299392451508464,5.641388926155369,12.957395976861559
2026,SSP2-4.5,Combustion,10.165744740893146,6.1651274385577235,14.166362043228569
2027,SSP2-4.5,Combustion,11.040163402456452,6.6932603485739275,15.387066456338976
2028,SSP2-4.5,Combustion,11.922619328255118,7.225907146319196,16.61933151019104
2029,SSP2-4.5,Combustion,12.812354484146752,7.762602748082551,17.862106220210954
2030,SSP2-4.5,Combustion,13.709693108640549,8.303666837240561,19.115719380040538
2031,SSP2-4.5,Combustion,14.615441798996647,8.849685221910125,20.38119837608317
2032,SSP2-4.5,Combustion,15.53123476453374,9.401803024395779,21.660666504671703
2033,SSP2-4.5,Combustion,16.460290492181937,9.96227371145964,22.958307272904236
2034,SSP2-4.5,Combustion,17.40658526652964,10.533834142956776,24.2793363901025
2035,SSP2-4.5,Combustion,18.369187775545573,11.115629036801392,25.62274651428975
2036,SSP2-4.5,Combustion,19.348722917815543,11.708026175034052,26.989419660597036
2037,SSP2-4.5,Combustion,20.34177823524373,12.308487633780704,28.375068836706756
2038,SSP2-4.5,Combustion,21.347792626400487,12.916645349620097,29.778939903180877
2039,SSP2-4.5,Combustion,22.363727970067956,13.530326175489527,31.197129764646384
2040,SSP2-4.5,Combustion,23.387611582460806,14.148210819679452,32.627012345242164
2041,SSP2-4.5,Combustion,24.41854067968888,14.769762820274062,34.0673185391037
2042,SSP2-4.5,Combustion,25.45734742918612,15.395651236397082,35.51904362197516
2043,SSP2-4.5,Combustion,26.50544463012276,16.026900560563263,36.98398869968226
2044,SSP2-4.5,Combustion,27.564800884426873,16.664890562416453,38.46471120643729
2045,SSP2-4.5,Combustion,28.63931368808545,17.3123498979019,39.966277478269006
2046,SSP2-4.5,Combustion,29.73044053075912,17.970167241638343,41.4907138198799
2047,SSP2-4.5,Combustion,30.83940387786191,18.63908895442355,43.03971880130027
2048,SSP2-4.5,Combustion,31.964401771936664,19.317697506666875,44.611106037206454
2049,SSP2-4.5,Combustion,33.10127191454078,20.00297057793469,46.19957325114687
2050,SSP2-4.5,Combustion,34.245818399979825,20.691984145131308,47.79965265482834
2051,SSP2-4.5,Combustion,35.39669359443963,21.383955566270643,49.40943162260862
2052,SSP2-4.5,Combustion,36.553028682836015,22.07838781539516,51.02766955027687
2053,SSP2-4.5,Combustion,37.71458116317897,22.77519944733306,52.65396287902488
2054,SSP2-4.5,Combustion,38.88279325652355,23.475488932381566,54.29009758066553
2055,SSP2-4.5,Combustion,40.060423563913965,24.181236891342472,55.93961023648546
2056,SSP2-4.5,Combustion,41.24991055750391,24.894117623348254,57.60570349165957
2057,SSP2-4.5,Combustion,42.4501553292609,25.61322303080779,59.287087627714016
2058,SSP2-4.5,Combustion,43.66069325056104,26.338190618556496,60.98319588256558
2059,SSP2-4.5,Combustion,44.88099960891494,27.06863451618869,62.69336470164119
2060,SSP2-4.5,Combustion,46.10800785096831,27.802346465351732,64.4136692365849
2061,SSP2-4.5,Combustion,47.33966168296667,28.537957116802918,66.14136624913043
2062,SSP2-4.5,Combustion,48.57484326080103,29.274782790018055,67.87490373158401
2063,SSP2-4.5,Combustion,49.81378368748509,30.013089443662395,69.61447793130779
2064,SSP2-4.5,Combustion,51.05696565506934,30.753273614005664,71.36065769613302
2065,SSP2-4.5,Combustion,52.30556592106159,31.49620018254933,73.11493165957386
2066,SSP2-4.5,Combustion,53.56276240132699,32.24413952060206,74.88138528205192
2067,SSP2-4.5,Combustion,54.830458770094566,32.99835618119222,76.66256135899691
2068,SSP2-4.5,Combustion,56.10873346709759,33.75879147134978,78.4586754628454
2069,SSP2-4.5,Combustion,57.39537657865671,34.52378406760671,80.2669690897067
2070,SSP2-4.5,Combustion,58.68768775789281,35.29141338284796,82.08396213293766
2071,SSP2-4.5,Combustion,59.98303319941075,36.05987812002009,83.90618827880141
2072,SSP2-4.5,Combustion,61.28075591488646,36.82883686905732,85.7326749607156
2073,SSP2-4.5,Combustion,62.58065792215886,37.59823580007626,87.56308004424147
2074,SSP2-4.5,Combustion,63.88209339502664,38.36766235816917,89.3965244318841
2075,SSP2-4.5,Combustion,65.18525007943838,39.13730539053121,91.23319476834554
2076,SSP2-4.5,Combustion,66.49017021504346,39.90722002095997,93.07312040912696
2077,SSP2-4.5,Combustion,67.79802061562178,40.67826605764151,94.91777517360205
2078,SSP2-4.5,Combustion,69.11082480572041,41.45188065472575,96.76976895671507
2079,SSP2-4.5,Combustion,70.43009124525811,42.229075831475484,98.63110665904074
2080,SSP2-4.5,Combustion,71.75618457461059,43.01002756519068,100.50234158403049
2081,SSP2-4.5,Combustion,73.08798189951847,43.79384490478533,102.3821188942516
2082,SSP2-4.5,Combustion,74.42437908627386,44.57971779014473,104.26904038240299
2083,SSP2-4.5,Combustion,75.76305203170118,45.36598372667952,106.16012033672284
2084,SSP2-4.5,Combustion,77.1030676270946,46.15204916539705,108.05408608879216
2085,SSP2-4.5,Combustion,78.44212069306523,46.93631147000271,109.94792991612776
2086,SSP2-4.5,Combustion,79.77952221862556,47.71838378087558,111.84066065637555
2087,SSP2-4.5,Combustion,81.11591676967956,48.49881446086312,113.733019078496
2088,SSP2-4.5,Combustion,82.45197001093226,49.278109940284985,115.62583008157952
2089,SSP2-4.5,Combustion,83.7897010180714,50.057730396793886,117.52167163934891
2090,SSP2-4.5,Combustion,85.13168320980863,50.83947736258105,119.4238890570362
2091,SSP2-4.5,Combustion,86.47864116752966,51.62376243109744,121.33351990396187
2092,SSP2-4.5,Combustion,87.831684579353407,52.41130890534906,123.25206025335775
2093,SSP2-4.5,Combustion,89.1874790628088,53.199614009412144,125.17534411620547
2094,SSP2-4.5,Combustion,90.54235845619256,53.98608697736919,127.09862993501594
2095,SSP2-4.5,Combustion,91.8942091256336,54.76935098413018,129.01906726713702
2096,SSP2-4.5,Combustion,93.24116416226914,55.54820453981531,130.93412378472297
2097,SSP2-4.5,Combustion,94.58336718969716,56.322900414291105,132.84383396510322
2098,SSP2-4.5,Combustion,95.92091895188334,57.09359321482802,134.74824468893866
2099,SSP2-4.5,Combustion,97.25557550703356,57.86161002161845,136.64954099244866
2100,SSP2-4.5,Combustion,98.58992282515136,58.628810427513784,138.55103522278893
2014,SSP2-4.5,Postfire,0.08510067572336545,0,0.17229145045485672
2015,SSP2-4.5,Postfire,0.1761586131431319,0,0.3594116447553416
2016,SSP2-4.5,Postfire,0.26934971748654246,0,0.5509942247607281
2017,SSP2-4.5,Postfire,0.36437863149496086,0,0.7461724820887672
2018,SSP2-4.5,Postfire,0.4613772520006267,0,0.9452385974208324
2019,SSP2-4.5,Postfire,0.5604971323074127,0,1.148543623007466
2020,SSP2-4.5,Postfire,0.6618936934621785,0,1.3564494811262158
2021,SSP2-4.5,Postfire,0.765780149961903,0,1.5694676174223177
2022,SSP2-4.5,Postfire,0.8723876719471169,0,1.788154267432102
2023,SSP2-4.5,Postfire,0.9818446898331218,0,2.0127973933861747
2024,SSP2-4.5,Postfire,1.094159370586714,0,2.2433732996150706
2025,SSP2-4.5,Postfire,1.2092020848376932,0,2.479506923182722
2026,SSP2-4.5,Postfire,1.3267988907073247,0,2.720714380656454
2027,SSP2-4.5,Postfire,1.4468106173356228,0,2.966608179945136
2028,SSP2-4.5,Postfire,1.5692012082819995,0,3.217070708708655
2029,SSP2-4.5,Postfire,1.693957262645977,0,3.4720474688320673
2030,SSP2-4.5,Postfire,1.8210938229715228,0,3.7315571686383526
2031,SSP2-4.5,Postfire,1.9506745979000892,0,3.9957428728332545
2032,SSP2-4.5,Postfire,2.08281556801454,0,4.2648817179887
2033,SSP2-4.5,Postfire,2.2177312789857044,0,4.539499434585774
2034,SSP2-4.5,Postfire,2.355727010533556,0,4.820347327571266
2035,SSP2-4.5,Postfire,2.4969323588992904,0,5.10772537943493
2036,SSP2-4.5,Postfire,2.6414303620881445,0,5.401806494232735
2037,SSP2-4.5,Postfire,2.7891511403897615,0,5.702377337976546
2038,SSP2-4.5,Postfire,2.94004547536065,0,6.009274280966503
2039,SSP2-4.5,Postfire,3.094004846145911,0,6.322190905128668
2040,SSP2-4.5,Postfire,3.25089832003741,0,6.640764794658846
2041,SSP2-4.5,Postfire,3.410660021961693,0,6.964801263061865
2042,SSP2-4.5,Postfire,3.573330219630962,0,7.294379357966093
2043,SSP2-4.5,Postfire,3.739027209737764,0,7.62977858805665
2044,SSP2-4.5,Postfire,3.907923654952695,0,7.971414281978125
2045,SSP2-4.5,Postfire,4.080318867168562,0,8.320015031356263
2046,SSP2-4.5,Postfire,4.2564606749152425,0,8.676177451784753
2047,SSP2-4.5,Postfire,4.436540364662388,0,9.040346467306705
2048,SSP2-4.5,Postfire,4.620587853960026,0,9.412559870223472
2049,SSP2-4.5,Postfire,4.8084178535552775,0,9.792314768470266
2050,SSP2-4.5,Postfire,4.999751587213063,0,10.178875340365472
2051,SSP2-4.5,Postfire,5.194437207582054,0,10.571826290482228
2052,SSP2-4.5,Postfire,5.392410580155673,0,10.970983079157314
2053,SSP2-4.5,Postfire,5.593655087863931,0,11.37628506396456
2054,SSP2-4.5,Postfire,5.798267916403484,0,11.787955958817946
2055,SSP2-4.5,Postfire,6.006477393276978,0,12.20654553155654
2056,SSP2-4.5,Postfire,6.218550011448384,0,12.632696753954445
2057,SSP2-4.5,Postfire,6.434552556876097,0,13.066557567443883
2058,SSP2-4.5,Postfire,6.654495315702286,0,13.508124460554697
2059,SSP2-4.5,Postfire,6.878392250507644,0,13.95740296526196
2060,SSP2-4.5,Postfire,7.106092507829689,0,14.413998151632807
2061,SSP2-4.5,Postfire,7.337422737721395,0,14.877454944384482
2062,SSP2-4.5,Postfire,7.572277076315833,0,15.34748868761029
2063,SSP2-4.5,Postfire,7.810655455501867,0,15.824078435751073
2064,SSP2-4.5,Postfire,8.052613344339457,0,16.307344776749968
2065,SSP2-4.5,Postfire,8.298266660215242,0,16.797556171847546
2066,SSP2-4.5,Postfire,8.54789574136863,0,17.29537799301073
2067,SSP2-4.5,Postfire,8.801773557057507,0,17.801461019801344
2068,SSP2-4.5,Postfire,9.060034261908374,0,18.31611310248707
2069,SSP2-4.5,Postfire,9.322602349393744,0,18.83912909286606
2070,SSP2-4.5,Postfire,9.58928580731598,0,19.37001541136833
2071,SSP2-4.5,Postfire,9.859857287533975,0,19.90819392823846
2072,SSP2-4.5,Postfire,10.134214726920796,0,20.453388617773907
2073,SSP2-4.5,Postfire,10.412337185737712,0,21.005529291385827
2074,SSP2-4.5,Postfire,10.694185471627527,0,21.56450865437614
2075,SSP2-4.5,Postfire,10.979769316248142,0,22.13033501968916
2076,SSP2-4.5,Postfire,11.26911153246347,0,22.703052977706236
2077,SSP2-4.5,Postfire,11.562321972626044,0,23.282911727818522
2078,SSP2-4.5,Postfire,11.85961911302966,0,23.870420204699904
2079,SSP2-4.5,Postfire,12.16122468072727,0,24.46609725263058
2080,SSP2-4.5,Postfire,12.467270783471877,0,25.070245844010167
2081,SSP2-4.5,Postfire,12.777740728278744,0,25.682813407570052
2082,SSP2-4.5,Postfire,13.092567097572044,0,26.303619477154022
2083,SSP2-4.5,Postfire,13.41156622692944,0,26.93221432443203
2084,SSP2-4.5,Postfire,13.734618958758624,0,27.56829196866269
2085,SSP2-4.5,Postfire,14.061514730847437,0,28.211346651195825
2086,SSP2-4.5,Postfire,14.392129530263906,0,28.86106711872542
2087,SSP2-4.5,Postfire,14.726493748718024,0,29.517510055525044
2088,SSP2-4.5,Postfire,15.064686259853344,0,30.180855426979846
2089,SSP2-4.5,Postfire,15.406919058760195,0,30.851589151450376
2090,SSP2-4.5,Postfire,15.753513100922364,0,31.530453154884707
2091,SSP2-4.5,Postfire,16.104663533699547,0,32.217905291681596
2092,SSP2-4.5,Postfire,16.46056017529208,0.006745825580832587,32.914374525003325
2093,SSP2-4.5,Postfire,16.82098871994726,0.022603765906819007,33.619373673987695
2094,SSP2-4.5,Postfire,17.185544181507765,0.0391377553675234,34.33195060764801
2095,SSP2-4.5,Postfire,17.553917838187477,0.05646954083195155,35.051366135543006
2096,SSP2-4.5,Postfire,17.925847249094804,0.07469395200055828,35.77700054618905
2097,SSP2-4.5,Postfire,18.301262829298995,0.09385143435579124,36.5086742242422
2098,SSP2-4.5,Postfire,18.680151438631583,0.11394803648607521,37.24635484077709
2099,SSP2-4.5,Postfire,19.062672410645956,0.13494517886031687,37.9903996424316
2100,SSP2-4.5,Postfire,19.449134153670308,0.15675641375813854,38.74151189358248
2014,SSP4-6.0,Gradual,0.6933882924775886,0,1.4927560570551717
