Year,SSP,Process,mean_GtCO2e_yr,ymin_GtCO2e_yr,ymax_GtCO2e_yr
2075,SSP1-2.6,Postfire,0.9595541801657268,0.49658911897342234,1.4225192413580312
2076,SSP1-2.6,Postfire,0.9786739331123304,0.509025616339732,1.4483222498849289
2077,SSP1-2.6,Postfire,0.9981705824078124,0.5215888614011108,1.474752303414514
2078,SSP1-2.6,Postfire,1.0181969904175925,0.5342525011072251,1.50214147972796
2079,SSP1-2.6,Postfire,1.0387837221522798,0.5470308921927332,1.5305365521118264
2080,SSP1-2.6,Postfire,1.0598350953910003,0.5599702701670379,1.5596999206149627
2081,SSP1-2.6,Postfire,1.0811695416017082,0.573130254832842,1.5892088283705745
2082,SSP1-2.6,Postfire,1.102714060462755,0.5865309007321481,1.6188972201933618
2083,SSP1-2.6,Postfire,1.124337454245547,0.6001985665411284,1.6484763419499657
2084,SSP1-2.6,Postfire,1.146096504991067,0.6141047764770441,1.6780882335050897
2085,SSP1-2.6,Postfire,1.1679074606945907,0.6282582580711923,1.7075566633179893
2086,SSP1-2.6,Postfire,1.189847719684726,0.6426237653466171,1.7370716740228347
2087,SSP1-2.6,Postfire,1.212104633861476,0.657149166060412,1.76706010166254
2088,SSP1-2.6,Postfire,1.234760181557754,0.6718192389763809,1.7977011241391272
2089,SSP1-2.6,Postfire,1.2579794784608052,0.6866091759200085,1.8293497810016017
2090,SSP1-2.6,Postfire,1.28193597141995,0.7015098865436099,1.8623620562962904
2091,SSP1-2.6,Postfire,1.3065742385577068,0.7165692389973343,1.8965792381180795
2092,SSP1-2.6,Postfire,1.3318886855886607,0.7318142932002869,1.9319630779770345
2093,SSP1-2.6,Postfire,1.3574480640652553,0.7473535463274398,1.967542581803071
2094,SSP1-2.6,Postfire,1.3829585087296905,0.7632334050396762,2.002683612419705
2095,SSP1-2.6,Postfire,1.408492086678772,0.7794170910683786,2.0375670822891654
2096,SSP1-2.6,Postfire,1.434105689240697,0.795872962281836,2.0723384161995577
2097,SSP1-2.6,Postfire,1.459995150743845,0.8125441625190715,2.1074461389686183
2098,SSP1-2.6,Postfire,1.4862563906944486,0.8294095423607208,2.1431032390281763
2099,SSP1-2.6,Postfire,1.513087084118233,0.8464380719582898,2.1797360962781758
2100,SSP1-2.6,Postfire,1.5406990709929305,0.8636165679541964,2.2177815740316644
2014,SSP2-4.5,Gradual,0.8908102884038785,0,1.9370858598004093
2015,SSP2-4.5,Gradual,0.9054593680466816,0,1.962483117005944
2016,SSP2-4.5,Gradual,0.9099157412431929,0,1.9628626541893828
2017,SSP2-4.5,Gradual,0.915277535761118,0,1.965538387097227
2018,SSP2-4.5,Gradual,0.9244381386392596,0,1.9771270634586844
2019,SSP2-4.5,Gradual,0.9381168037514244,0,1.9990472282504372
2020,SSP2-4.5,Gradual,0.957119571859856,0,2.032717381459679
2021,SSP2-4.5,Gradual,0.9836214462925252,0,2.0827454496880513
2022,SSP2-4.5,Gradual,1.0176291463982452,0,2.148979238542543
2023,SSP2-4.5,Gradual,1.055059218199797,0,2.221955738771519
2024,SSP2-4.5,Gradual,1.091906647169401,0,2.292404817807113
2025,SSP2-4.5,Gradual,1.1228394975749438,0,2.348358590410357
2026,SSP2-4.5,Gradual,1.1469126344605416,0,2.3877992291064825
2027,SSP2-4.5,Gradual,1.1651930543718083,0,2.4135987517072213
2028,SSP2-4.5,Gradual,1.181743292084846,0,2.43524174466966
2029,SSP2-4.5,Gradual,1.196725722736646,0,2.4535223846841907
2030,SSP2-4.5,Gradual,1.212045119671532,0,2.4726522138206217
2031,SSP2-4.5,Gradual,1.2294798441253232,0,2.4967832662914184
2032,SSP2-4.5,Gradual,1.251176014516332,0,2.5306642674942768
2033,SSP2-4.5,Gradual,1.2810028281274932,0,2.582717881726073
2034,SSP2-4.5,Gradual,1.3220218377274908,0,2.659546516314467
2035,SSP2-4.5,Gradual,1.365939703097737,0,2.742777267786151
2036,SSP2-4.5,Gradual,1.4129247423980753,0,2.831834219006345
2037,SSP2-4.5,Gradual,1.4549540207209612,5.159309751423535e-4,2.90939211046678
2038,SSP2-4.5,Gradual,1.4947598945219955,0.008680612364768248,2.980839176679223
2039,SSP2-4.5,Gradual,1.52804318158746,0.018574037238330066,3.03751232593659
2040,SSP2-4.5,Gradual,1.5551775675794306,0.030286544510203184,3.080068590648658
2041,SSP2-4.5,Gradual,1.5788234387416709,0.042990578592803086,3.1146562988905386
2042,SSP2-4.5,Gradual,1.6036368880747618,0.05565530083149328,3.1516184753180303
2043,SSP2-4.5,Gradual,1.632612316361387,0.06751654669006513,3.197708086032709
2044,SSP2-4.5,Gradual,1.668181768919753,0.07825315511656483,3.2581103827229407
2045,SSP2-4.5,Gradual,1.7160678467262689,0.08733854402593488,3.344797149426603
2046,SSP2-4.5,Gradual,1.7726159907215562,0.09516464213447673,3.4500673393086356
2047,SSP2-4.5,Gradual,1.8361857555968548,0.10272620902267793,3.5696453021710317
2048,SSP2-4.5,Gradual,1.8986951866157176,0.1111420007620807,3.6862483724693544
2049,SSP2-4.5,Gradual,1.9509210522365077,0.1218771202871245,3.7799649841858907
2050,SSP2-4.5,Gradual,1.9894466802208943,0.13538320655505443,3.8435101538867342
2051,SSP2-4.5,Gradual,2.020684932660045,0.1507576216845441,3.8906122436355455
2052,SSP2-4.5,Gradual,2.047753191663314,0.16672674021336098,3.9287796431132667
2053,SSP2-4.5,Gradual,2.0732831772695652,0.1826604108683476,3.963905943670783
2054,SSP2-4.5,Gradual,2.103132928838056,0.1979266292415678,4.008339228434544
2055,SSP2-4.5,Gradual,2.143207883914957,0.2119267901204931,4.0744889777094215
2056,SSP2-4.5,Gradual,2.19469483214883,0.22455560385555806,4.164834060442102
2057,SSP2-4.5,Gradual,2.247412201758341,0.2365520897954183,4.258272313721264
2058,SSP2-4.5,Gradual,2.3002843971817972,0.24893331710082967,4.351635477262764
2059,SSP2-4.5,Gradual,2.352833228005833,0.26164943477950153,4.444017021232164
2060,SSP2-4.5,Gradual,2.3963024102391897,0.2748439561807947,4.517760864297585
2061,SSP2-4.5,Gradual,2.4311272490305815,0.2889146226241164,4.573339875437046
2062,SSP2-4.5,Gradual,2.4605120251816763,0.3032743228478423,4.617749727515511
2063,SSP2-4.5,Gradual,2.489783737448069,0.3174013187957607,4.662166156100377
2064,SSP2-4.5,Gradual,2.5213947671886663,0.3308438466000503,4.711945687777282
2065,SSP2-4.5,Gradual,2.558617131844984,0.3435520660297535,4.773682197660214
2066,SSP2-4.5,Gradual,2.609829905690664,0.3555791751647259,4.8640806362166025
2067,SSP2-4.5,Gradual,2.6731744811359444,0.36671377486600854,4.97963518740588
2068,SSP2-4.5,Gradual,2.7415548684422246,0.37743182860396196,5.105677908280487
2069,SSP2-4.5,Gradual,2.8043312353430125,0.3881546816930066,5.220507788993018
2070,SSP2-4.5,Gradual,2.8563043102782366,0.39926462173135,5.313343998825124
2071,SSP2-4.5,Gradual,2.8958714976695807,0.41061074943002307,5.381132245909138
2072,SSP2-4.5,Gradual,2.930176143103589,0.42201815900958684,5.4383341271975905
2073,SSP2-4.5,Gradual,2.962885824358095,0.4328804922411127,5.4928911564750775
2074,SSP2-4.5,Gradual,2.993125561921371,0.4428925576278724,5.543358566214869
2075,SSP2-4.5,Gradual,3.0242799848265753,0.45220070242211774,5.596359267231033
2076,SSP2-4.5,Gradual,3.056772516919375,0.4606454714911252,5.652899562347624
2077,SSP2-4.5,Gradual,3.0955976563027723,0.46855214137238876,5.722643171233155
2078,SSP2-4.5,Gradual,3.1460125196894237,0.4760906787587933,5.815934360620054
2079,SSP2-4.5,Gradual,3.207337478892755,0.4832411782679942,5.931433779517516
2080,SSP2-4.5,Gradual,3.2744462593934323,0.49001475687248375,6.058877761914381
2081,SSP2-4.5,Gradual,3.3392438567496243,0.49624700912659003,6.182240704372658
2082,SSP2-4.5,Gradual,3.3995220666248738,0.5021166312027576,6.29692750204699
2083,SSP2-4.5,Gradual,3.4485824579540743,0.5071781162261035,6.389986799682045
2084,SSP2-4.5,Gradual,3.491097335327899,0.5117431433136481,6.47045152734215
2085,SSP2-4.5,Gradual,3.5213584539058673,0.5150607895005206,6.527656118311214
2086,SSP2-4.5,Gradual,3.545738233354206,0.5175479599025126,6.573928506805899
2087,SSP2-4.5,Gradual,3.5726085494388404,0.5193950968927767,6.625822001984904
2088,SSP2-4.5,Gradual,3.604171819749327,0.5206110485558395,6.687732590942815
2089,SSP2-4.5,Gradual,3.648155052582728,0.5218519690850321,6.774458136080424
2090,SSP2-4.5,Gradual,3.709755709322241,0.5234621279771496,6.896049290667332
2091,SSP2-4.5,Gradual,3.7807496435857697,0.5251070051284272,7.036392282043112
2092,SSP2-4.5,Gradual,3.861420626192503,0.5270972634670477,7.195743988917958
2093,SSP2-4.5,Gradual,3.927431466657564,0.5277983829951238,7.327064550320005
2094,SSP2-4.5,Gradual,3.9703892982460376,0.5270951863011426,7.413683410190933
2095,SSP2-4.5,Gradual,3.996770466183778,0.5252930059416232,7.468247926425933
2096,SSP2-4.5,Gradual,4.009129810605038,0.5222668450552108,7.495992776154865
2097,SSP2-4.5,Gradual,4.019150806815244,0.5183955443654291,7.519906069265058
2098,SSP2-4.5,Gradual,4.029631936951767,0.513834631299662,7.545429242603872
2099,SSP2-4.5,Gradual,4.050917629126989,0.5094179715931255,7.592417286660853
2100,SSP2-4.5,Gradual,4.090991051362968,0.5061824399043253,7.6757996628216105
2014,SSP2-4.5,Abrupt,0.5900480273704437,0.3079647509358347,0.8721313038050527
2015,SSP2-4.5,Abrupt,0.6058761614712216,0.3141058178579207,0.8976465050845225
2016,SSP2-4.5,Abrupt,0.6209734528942032,0.32032644655018233,0.9216204592382242
2017,SSP2-4.5,Abrupt,0.6384805615497031,0.3287500959529143,0.9482110271464919
2018,SSP2-4.5,Abrupt,0.6584753877470015,0.3392776195299888,0.9776731559640143
2019,SSP2-4.5,Abrupt,0.6806785553787484,0.3516357181849428,1.0097213925725541
2020,SSP2-4.5,Abrupt,0.7052136710493562,0.36584817594241886,1.0445791661562935
2021,SSP2-4.5,Abrupt,0.7333472767245282,0.3828334475766872,1.083861105872369
2022,SSP2-4.5,Abrupt,0.7645509656554472,0.4021914304939157,1.1269105008169786
2023,SSP2-4.5,Abrupt,0.7963436512620669,0.42217958525938715,1.1705077172647465
2024,SSP2-4.5,Abrupt,0.8272277783997792,0.44171177593759914,1.2127437808619592
2025,SSP2-4.5,Abrupt,0.8548511558477296,0.45899412893789004,1.2507081827575692
2026,SSP2-4.5,Abrupt,0.8798078239563396,0.47440759797419946,1.2852080499384797
2027,SSP2-4.5,Abrupt,0.9029252694428104,0.4885487450870877,1.3173017937985332
2028,SSP2-4.5,Abrupt,0.9264404740611846,0.5031031113196482,1.349777836802721
2029,SSP2-4.5,Abrupt,0.9496048079515624,0.517458135025255,1.38175148087787
2030,SSP2-4.5,Abrupt,0.97352775424214,0.5324864384945394,1.4145690699897406
2031,SSP2-4.5,Abrupt,0.9987319245288848,0.5485308570864905,1.448932991971279
2032,SSP2-4.5,Abrupt,1.0261125600054126,0.5662383324768617,1.4859867875339634
2033,SSP2-4.5,Abrupt,1.0574177852397366,0.5869775390285373,1.5278580314509358
2034,SSP2-4.5,Abrupt,1.0935610453562965,0.6114675648090175,1.5756545259035755
2035,SSP2-4.5,Abrupt,1.1293540494582552,0.6356028565478506,1.6231052423686598
2036,SSP2-4.5,Abrupt,1.1664674253877063,0.6607775275007194,1.6721573232746931
2037,SSP2-4.5,Abrupt,1.2005176104489932,0.6834778973597959,1.7175573235381905
2038,SSP2-4.5,Abrupt,1.2345597194209477,0.7062174141461476,1.7629020246957476
2039,SSP2-4.5,Abrupt,1.2658566531550686,0.7267616548058711,1.804951651504266
2040,SSP2-4.5,Abrupt,1.2955069677295676,0.7460447098694765,1.8449692255896588
2041,SSP2-4.5,Abrupt,1.3246569829269097,0.7649888529755831,1.8843251128782363
2042,SSP2-4.5,Abrupt,1.3552431836276904,0.7851295863862435,1.9253567808691372
2043,SSP2-4.5,Abrupt,1.3879453375209465,0.8069720870085141,1.9689185880333788
2044,SSP2-4.5,Abrupt,1.4234404999350816,0.8310453250643143,2.015835674805849
2045,SSP2-4.5,Abrupt,1.463992803292025,0.8592034636854462,2.0687821428986037
2046,SSP2-4.5,Abrupt,1.506875309671922,0.8891265311483331,2.124624088195511
2047,SSP2-4.5,Abrupt,1.5518780610716347,0.9207038715415493,2.1830522506017203
2048,SSP2-4.5,Abrupt,1.595502317283048,0.9509910744336405,2.2400135601324553
2049,SSP2-4.5,Abrupt,1.635009634052983,0.9777937207895744,2.2922255473163915
2050,SSP2-4.5,Abrupt,1.670278120554341,1.0010793030040817,2.3394769381046006
2051,SSP2-4.5,Abrupt,1.7045723527288024,1.0236623633527433,2.3854823421048614
2052,SSP2-4.5,Abrupt,1.738414159662859,1.0459076016510962,2.430920717674622
2053,SSP2-4.5,Abrupt,1.772529972867001,1.0683958775473867,2.476664068186615
2054,SSP2-4.5,Abrupt,1.8089453135578684,1.0928285026720321,2.5250621244437044
2055,SSP2-4.5,Abrupt,1.849283479099565,1.12052312481072,2.57804383338841
2056,SSP2-4.5,Abrupt,1.8932315016012815,1.1511560516993415,2.6353069515032215
2057,SSP2-4.5,Abrupt,1.9365483839805169,1.1810797646250868,2.692017003335947
2058,SSP2-4.5,Abrupt,1.9800111680703083,1.2110457054978951,2.7489766306427215
2059,SSP2-4.5,Abrupt,2.023537589943247,1.240982061311375,2.806093118575119
2060,SSP2-4.5,Abrupt,2.063966769491192,1.2681444148762329,2.859789124106151
2061,SSP2-4.5,Abrupt,2.1025057918192673,1.2936804484465458,2.911331135191989
2062,SSP2-4.5,Abrupt,2.1402846928229096,1.3185825211780406,2.9619868644677787
2063,SSP2-4.5,Abrupt,2.178981844104438,1.3442921910713865,3.01367149713749
2064,SSP2-4.5,Abrupt,2.2189251196996795,1.3710433615637978,3.0668068778355613
2065,SSP2-4.5,Abrupt,2.2610217438542826,1.3995901229169863,3.122453364791579
2066,SSP2-4.5,Abrupt,2.3078912004896317,1.432182281148139,3.1836001198311243
2067,SSP2-4.5,Abrupt,2.3579526447374217,1.4673321143647016,3.248573175110142
2068,SSP2-4.5,Abrupt,2.408889332251973,1.5030013814754917,3.3147772830284543
2069,SSP2-4.5,Abrupt,2.4577393082294687,1.5366507463770263,3.378827870081911
2070,SSP2-4.5,Abrupt,2.503836471203993,1.5678001907416448,3.439872751666341
2071,SSP2-4.5,Abrupt,2.547213718551923,1.5965502123711097,3.4978772247327363
2072,SSP2-4.5,Abrupt,2.5904374183495693,1.6251958851620825,3.555678951537056
2073,SSP2-4.5,Abrupt,2.634099890921312,1.6542092572089109,3.6139905246337127
2074,SSP2-4.5,Abrupt,2.6775857262793425,1.6829992904406126,3.6721721621180725
2075,SSP2-4.5,Abrupt,2.722019397601853,1.7125590792660652,3.731479715937641
2076,SSP2-4.5,Abrupt,2.7672106574392177,1.742684509753425,3.7917368051250104
2077,SSP2-4.5,Abrupt,2.814726666499538,1.7747522987496296,3.8547010342494463
2078,SSP2-4.5,Abrupt,2.8658019222354905,1.8098048366726818,3.921799007798299
2079,SSP2-4.5,Abrupt,2.919781950759081,1.8472000795816352,3.992363821936527
2080,SSP2-4.5,Abrupt,2.97511205336702,1.8855398425200602,4.064684264213979
2081,SSP2-4.5,Abrupt,3.029715940052662,1.9229978591070132,4.13643402099831
2082,SSP2-4.5,Abrupt,3.0836159296710592,1.9596643527775064,4.207567506564612
2083,SSP2-4.5,Abrupt,3.135037081321272,1.9939835954084693,4.276090567234075
2084,SSP2-4.5,Abrupt,3.185940099711632,2.0277821729984646,4.344098026424799
2085,SSP2-4.5,Abrupt,3.2342853710692157,2.05920987061636,4.409360871522072
2086,SSP2-4.5,Abrupt,3.282380654216393,2.0903892340773,4.474372074355486
2087,SSP2-4.5,Abrupt,3.332179630590963,2.1230349078168755,4.5413243533650505
2088,SSP2-4.5,Abrupt,3.383732216290488,2.1571134771800087,4.610350955400968
2089,SSP2-4.5,Abrupt,3.439119948045695,2.194463621645551,4.683776274445839
2090,SSP2-4.5,Abrupt,3.499264710055831,2.235835761423462,4.7626936586882005
2091,SSP2-4.5,Abrupt,3.5614307655032063,2.278693611945401,4.844167919061011
2092,SSP2-4.5,Abrupt,3.6262690409725007,2.323665071833764,4.9288730101112375
2093,SSP2-4.5,Abrupt,3.686932537026413,2.3645567681858943,5.0093083058669325
2094,SSP2-4.5,Abrupt,3.742835721089888,2.401040834347377,5.084630607832399
2095,SSP2-4.5,Abrupt,3.796303898561782,2.435334441657509,5.157273355466055
2096,SSP2-4.5,Abrupt,3.847627791107086,2.4676890866827454,5.227566495531427
2097,SSP2-4.5,Abrupt,3.899955644697356,2.5009571262634047,5.298954163131307
2098,SSP2-4.5,Abrupt,3.953206349952143,2.534964458923774,5.371448240980512
2099,SSP2-4.5,Abrupt,4.010111746173111,2.572155656644841,5.448067835701381
2100,SSP2-4.5,Abrupt,4.072125327451208,2.613754834563328,5.530495820339088
2014,SSP2-4.5,Combustion,0.8165578184256014,0.5031706143836531,1.1299450224675498
2015,SSP2-4.5,Combustion,0.8241635879039372,0.5042512721014324,1.144075903706442
2016,SSP2-4.5,Combustion,0.8306517890790417,0.5050759941354854,1.156227584022598
2017,SSP2-4.5,Combustion,0.8399735719318772,0.5085489661887819,1.1713981776749725
2018,SSP2-4.5,Combustion,0.8521022436020067,0.5144382284051647,1.1897662587988487
2019,SSP2-4.5,Combustion,0.866557707660253,0.5222327189367637,1.2108826963837422
2020,SSP2-4.5,Combustion,0.8834193259311685,0.5318880462767118,1.2349506055856252
2021,SSP2-4.5,Combustion,0.9040585862807254,0.544426387108566,1.263690785452885
2022,SSP2-4.5,Combustion,0.9277325308488024,0.5591836742572162,1.2962813874403887
2023,SSP2-4.5,Combustion,0.9513820556600164,0.5738958267494826,1.3288682845705502
2024,SSP2-4.5,Combustion,0.973259861769545,0.5873398802997849,1.3591798432393052
2025,SSP2-4.5,Combustion,0.9907110271389756,0.5976558577499226,1.3837661965280286
2026,SSP2-4.5,Combustion,1.004572938931256,0.6055298907283324,1.4036159871341798
2027,SSP2-4.5,Combustion,1.0158725668542714,0.6117217228008645,1.4200234109076784
2028,SSP2-4.5,Combustion,1.027201515363218,0.6180887615470264,1.4363142691794093
2029,SSP2-4.5,Combustion,1.0377106086431798,0.6239474152450293,1.4514738020413303
2030,SSP2-4.5,Combustion,1.0486602528121898,0.6302124946393923,1.4671080109849872
2031,SSP2-4.5,Combustion,1.060618971137052,0.6371845053408853,1.4840534369332186
2032,SSP2-4.5,Combustion,1.0745646959280906,0.6455280148447284,1.5036013770114527
2033,SSP2-4.5,Combustion,1.0923731942010777,0.6565532189010843,1.528193169501071
2034,SSP2-4.5,Combustion,1.1149622256745662,0.6708346280911215,1.5590898232580108
2035,SSP2-4.5,Combustion,1.1365691035509684,0.6841496189925521,1.5889885881093848
2036,SSP2-4.5,Combustion,1.1590304951098802,0.6979538966586256,1.6201070935611348
2037,SSP2-4.5,Combustion,1.1775659648278871,0.7088159839197388,1.6463159457360355
2038,SSP2-4.5,Combustion,1.195539995685027,0.7193046886683754,1.6717753027016786
2039,SSP2-4.5,Combustion,1.2099997312245545,0.7272684433981851,1.692731019050924
2040,SSP2-4.5,Combustion,1.2221947264219974,0.7337088958169332,1.7106805570270618
2041,SSP2-4.5,Combustion,1.2333902564824344,0.7395522968292649,1.7272282161356038
2042,SSP2-4.5,Combustion,1.2456609039483713,0.7462488045117432,1.7450730033849993
2043,SSP2-4.5,Combustion,1.2597125765755932,0.7542265818442552,1.7651985713069314
2044,SSP2-4.5,Combustion,1.2762280509158417,0.763915992679452,1.7885401091522315
2045,SSP2-4.5,Combustion,1.297554985473501,0.7769536059102166,1.8181563650367853
2046,SSP2-4.5,Combustion,1.3207757558365454,0.7911190963629677,1.850432415310123
2047,SSP2-4.5,Combustion,1.3456206687680003,0.8062545268819691,1.8849868106540315
2048,SSP2-4.5,Combustion,1.368424589619507,0.8197413527430261,1.9171078264959882
2049,SSP2-4.5,Combustion,1.386296438780466,0.8296250655592364,1.9429678120016955
2050,SSP2-4.5,Combustion,1.399159661088303,0.8360069593680451,1.9623123628085608
2051,SSP2-4.5,Combustion,1.4104676051443228,0.8415097772601273,1.9794254330285184
2052,SSP2-4.5,Combustion,1.4207971810766629,0.8464745750697176,1.9951197870836082
2053,SSP2-4.5,Combustion,1.4309137231479423,0.8514047245157724,2.0104227217801123
2054,SSP2-4.5,Combustion,1.4428962899238489,0.8577580848268046,2.028034495020893
2055,SSP2-4.5,Combustion,1.4583904719630238,0.866630223875706,2.0501507200503415
2056,SSP2-4.5,Combustion,1.4770279731804208,0.8776431179064857,2.0764128284543557
2057,SSP2-4.5,Combustion,1.4944319829913868,0.8875782463372751,2.1012857196454986
2058,SSP2-4.5,Combustion,1.5113850645884366,0.8971281713536567,2.125641957823216
2059,SSP2-4.5,Combustion,1.5278101185071578,0.9062652769297784,2.149354960084537
2060,SSP2-4.5,Combustion,1.5405124577942255,0.912690239318427,2.168334676270024
2061,SSP2-4.5,Combustion,1.5507338799644454,0.9174564184717406,2.1840113414571505
2062,SSP2-4.5,Combustion,1.5596387714327768,0.9214199983084925,2.197857544557061
2063,SSP2-4.5,Combustion,1.5689239879156485,0.9257834378613715,2.2120645379699253
2064,SSP2-4.5,Combustion,1.5789130416496715,0.930708322585441,2.227117760713902
2065,SSP2-4.5,Combustion,1.5904964450168952,0.9367953921777132,2.244197497856077
2066,SSP2-4.5,Combustion,1.6062464227607014,0.9458581841500491,2.266634661371354
2067,SSP2-4.5,Combustion,1.6245679072617665,0.9566049628814508,2.2925308516420824
2068,SSP2-4.5,Combustion,1.643140652918784,0.9673383130856251,2.3189429927519427
2069,SSP2-4.5,Combustion,1.659017638682866,0.9759887942457773,2.3420464831199546
2070,SSP2-4.5,Combustion,1.671541264710863,0.9822162365447746,2.3608662928769513
2071,SSP2-4.5,Combustion,1.6807667106868456,0.9861624500125031,2.375370971361188
2072,SSP2-4.5,Combustion,1.6892359198680904,0.9897284892329941,2.3887433505031868
2073,SSP2-4.5,Combustion,1.697541589084885,0.993282049391792,2.4018011287779784
2074,SSP2-4.5,Combustion,1.705095972493461,0.9963436914063606,2.413848253580561
2075,SSP2-4.5,Combustion,1.7129874636030746,0.9997080249552605,2.4262669022508887
2076,SSP2-4.5,Combustion,1.721027835306084,1.0031945564433877,2.4388611141687804
2077,SSP2-4.5,Combustion,1.7307075357347794,1.0078805280350223,2.453534543434537
2078,SSP2-4.5,Combustion,1.743180681595088,1.0145445034023093,2.471816859787867
2079,SSP2-4.5,Combustion,1.7577901724249707,1.0226248284869772,2.492955516362964
2080,SSP2-4.5,Combustion,1.7730309310938968,1.0310001750865174,2.515061687101276
2081,SSP2-4.5,Combustion,1.7869141086816571,1.038240910211235,2.5355873071520794
2082,SSP2-4.5,Combustion,1.7994527465281551,1.0444564524624673,2.554449040593843
2083,SSP2-4.5,Combustion,1.8089838631155937,1.0484773896470219,2.5694903365841655
2084,SSP2-4.5,Combustion,1.8173627432306303,1.0517557220893616,2.582969764371899
2085,SSP2-4.5,Combustion,1.8227091932033583,1.0528881564999812,2.5925302299067354
2086,SSP2-4.5,Combustion,1.827197478475999,1.053539889899123,2.600855067052875
2087,SSP2-4.5,Combustion,1.832646983560609,1.0550023035341396,2.6102916635870783
2088,SSP2-4.5,Combustion,1.839096925204996,1.0572141564692625,2.6209796939407295
2089,SSP2-4.5,Combustion,1.8484284961307356,1.061514764695585,2.635342227565886
2090,SSP2-4.5,Combustion,1.8614448900182108,1.0683917846347906,2.654497995401631
2091,SSP2-4.5,Combustion,1.875614580444453,1.0759283280526493,2.675300832836257
2092,SSP2-4.5,Combustion,1.8914898517968128,1.0845762604938602,2.6984034430997657
2093,SSP2-4.5,Combustion,1.9028574011690569,1.0897550595003669,2.7159597428377467
2094,SSP2-4.5,Combustion,1.9091958808664524,1.091318738665688,2.727073023067217
2095,SSP2-4.5,Combustion,1.9126404143362492,1.0909764294591753,2.734304399213323
2096,SSP2-4.5,Combustion,1.913507292396278,1.088952620180058,2.738061964612498
2097,SSP2-4.5,Combustion,1.914629838672943,1.0873351100988673,2.7419245672470187
2098,SSP2-4.5,Combustion,1.915950643223384,1.0859705756297766,2.7459307108169915
2099,SSP2-4.5,Combustion,1.9198514471100536,1.0865732552064622,2.753129639013645
2100,SSP2-4.5,Combustion,1.927563612101657,1.0899230767822314,2.7652041474210827
2014,SSP2-4.5,Postfire,0.19313022633801413,0.06482526926597804,0.32143518341005023
2015,SSP2-4.5,Postfire,0.20432230946634697,0.06417758660942324,0.3444670323232707
2016,SSP2-4.5,Postfire,0.21076845392496907,0.06660626963342339,0.3549306382165147
2017,SSP2-4.5,Postfire,0.2169574563467615,0.06943289096140151,0.3644820217321215
2018,SSP2-4.5,Postfire,0.2234468674768534,0.07232999426305389,0.3745637406906529
2019,SSP2-4.5,Postfire,0.2302745638838233,0.07528196544256516,0.38526716232508146
2020,SSP2-4.5,Postfire,0.2374582402780148,0.07829124277703192,0.39662523777899766
2021,SSP2-4.5,Postfire,0.2450894097708634,0.0813250496429326,0.4088537698987942
2022,SSP2-4.5,Postfire,0.25320997306320897,0.08438244386352456,0.4220375022628934
2023,SSP2-4.5,Postfire,0.2616986618157845,0.08754168873858023,0.43585563489298873
2024,SSP2-4.5,Postfire,0.2704021726100473,0.09088484761607657,0.449919497604018
2025,SSP2-4.5,Postfire,0.27913476403742293,0.09449484598298868,0.4637746820918572
2026,SSP2-4.5,Postfire,0.28782796108974334,0.09838683624919217,0.4772690859302945
2027,SSP2-4.5,Postfire,0.29651984974273543,0.1025245446469448,0.49051515483852604
2028,SSP2-4.5,Postfire,0.3053456609909596,0.10683340160951921,0.5038579203724001
2029,SSP2-4.5,Postfire,0.3143382331166572,0.1112955289403012,0.5173809372930132
2030,SSP2-4.5,Postfire,0.3235389941239655,0.1158938459214493,0.5311841423264816
2031,SSP2-4.5,Postfire,0.33302058869290113,0.12060320866638383,0.5454379687194184
2032,SSP2-4.5,Postfire,0.3428647331123988,0.12539626523765202,0.5603332009871456
2033,SSP2-4.5,Postfire,0.35322268276124397,0.13022487782621692,0.576220487696271
2034,SSP2-4.5,Postfire,0.36424331190496856,0.13505453363326608,0.593432090176671
2035,SSP2-4.5,Postfire,0.37570609510622016,0.1400132968104022,0.6113988934020381
2036,SSP2-4.5,Postfire,0.387555954666314,0.14514256168393744,0.6299693476486905
2037,SSP2-4.5,Postfire,0.39958565383480954,0.1505403075997251,0.648631000069894
2038,SSP2-4.5,Postfire,0.4118202247866716,0.156191559650529,0.6674488899228141
2039,SSP2-4.5,Postfire,0.42417561421391,0.16212593564942424,0.6862252927783957
2040,SSP2-4.5,Postfire,0.4366128691593714,0.16835004946441823,0.7048756888543246
2041,SSP2-4.5,Postfire,0.449219923162434,0.17481854418779014,0.7236213021370779
2042,SSP2-4.5,Postfire,0.46215052644395666,0.18146049269263387,0.7428405601952794
2043,SSP2-4.5,Postfire,0.475527609873404,0.18823121928996622,0.7628240004568417
2044,SSP2-4.5,Postfire,0.4894459817555112,0.19510892325375162,0.7837830402572707
2045,SSP2-4.5,Postfire,0.504111850349337,0.20203719506822987,0.80618650563044425
2046,SSP2-4.5,Postfire,0.5194811547885673,0.20906935853941716,0.8298929510377173
2047,SSP2-4.5,Postfire,0.5354947607738311,0.21626183859921427,0.8547276829484478
2048,SSP2-4.5,Postfire,0.5519334173674469,0.22372520229202425,0.8801416324428697
2049,SSP2-4.5,Postfire,0.5684803424256284,0.23158932832788065,0.9053713565233761
2050,SSP2-4.5,Postfire,0.5849812793583103,0.23989870771386612,0.9300638510027546
2051,SSP2-4.5,Postfire,0.6016073665350892,0.24856273434295612,0.9546519987272222
