Year,SSP,Process,mean_GtCO2_yr,ymin_GtCO2_yr,ymax_GtCO2_yr
2051,SSP1-2.6,Abrupt,0.31081433809575154,0.1460193552538511,0.47560932093765196
2052,SSP1-2.6,Abrupt,0.3109709700945011,0.14575828974307703,0.47618365044592514
2053,SSP1-2.6,Abrupt,0.31108605709087805,0.14549489799882098,0.4766772161829351
2054,SSP1-2.6,Abrupt,0.31168439958669,0.14563141667012763,0.4777373825032523
2055,SSP1-2.6,Abrupt,0.3131480373151475,0.14644739120174438,0.47984868342855064
2056,SSP1-2.6,Abrupt,0.3153854669474407,0.1478522591145287,0.48291867478035266
2057,SSP1-2.6,Abrupt,0.31730657829862485,0.14898137728726563,0.4856317793099841
2058,SSP1-2.6,Abrupt,0.31910870062865454,0.1500146617565512,0.4882027395007579
2059,SSP1-2.6,Abrupt,0.3207727400431071,0.15094407279214783,0.4906014072940663
2060,SSP1-2.6,Abrupt,0.3214892854798252,0.15112846806959207,0.4918501028900583
2061,SSP1-2.6,Abrupt,0.3215565238883211,0.15082442794994216,0.4922886198267001
2062,SSP1-2.6,Abrupt,0.3212727823561363,0.1502735876123705,0.4922719770999021
2063,SSP1-2.6,Abrupt,0.3210572687123788,0.14980471495489517,0.4923098224698624
2064,SSP1-2.6,Abrupt,0.32098811439540287,0.14946692696754235,0.49250930182326336
2065,SSP1-2.6,Abrupt,0.3212971953351512,0.1494383883024042,0.49315600236789825
2066,SSP1-2.6,Abrupt,0.3226010568878175,0.150200282919349,0.49500183085628596
2067,SSP1-2.6,Abrupt,0.32449378279923263,0.15140469043991664,0.4975828751585486
2068,SSP1-2.6,Abrupt,0.3264100338989786,0.1525998691745856,0.5002201986233716
2069,SSP1-2.6,Abrupt,0.32764152949809067,0.15323297647307657,0.5020500825231048
2070,SSP1-2.6,Abrupt,0.3280101453228766,0.1531831800267516,0.5028371106190016
2071,SSP1-2.6,Abrupt,0.327524226769938,0.15247479551747847,0.5025736580223975
2072,SSP1-2.6,Abrupt,0.3268179483717595,0.15162947135502905,0.5020064253884899
2073,SSP1-2.6,Abrupt,0.3260378965880964,0.15075359501599359,0.5013221981601992
2074,SSP1-2.6,Abrupt,0.32504918089031287,0.1497282518710809,0.5003701099095448
2075,SSP1-2.6,Abrupt,0.32410704827371956,0.14875774609785705,0.49945635044958203
2076,SSP1-2.6,Abrupt,0.32317808766093836,0.14780704010613163,0.49854913521574507
2077,SSP1-2.6,Abrupt,0.3226199332826475,0.1471640589596763,0.49807580760561865
2078,SSP1-2.6,Abrupt,0.3226976183438955,0.14703022231233656,0.49836501437545444
2079,SSP1-2.6,Abrupt,0.3232508658691269,0.14726184455395738,0.49923988718429635
2080,SSP1-2.6,Abrupt,0.323918732053761,0.1475640274186064,0.5002734366889156
2081,SSP1-2.6,Abrupt,0.3242370893466963,0.14757281965530467,0.500901359038088
2082,SSP1-2.6,Abrupt,0.32422842246045613,0.14732309677905212,0.5011337481418602
2083,SSP1-2.6,Abrupt,0.32353097765690536,0.14652870604361984,0.5005332492701908
2084,SSP1-2.6,Abrupt,0.32258520356577053,0.14556125447647136,0.49960915265506967
2085,SSP1-2.6,Abrupt,0.32098973529338315,0.14409218013704117,0.49788729044972513
2086,SSP1-2.6,Abrupt,0.3192331085018488,0.14252788293506627,0.4959383340686313
2087,SSP1-2.6,Abrupt,0.317717102257005,0.14118523852473233,0.4942489659892777
2088,SSP1-2.6,Abrupt,0.3164514771638119,0.14005673563489446,0.4928462186927293
2089,SSP1-2.6,Abrupt,0.31585711506338593,0.13947174244622468,0.4922424876805472
2090,SSP1-2.6,Abrupt,0.3161423832541499,0.13958509182106899,0.4926996746872308
2091,SSP1-2.6,Abrupt,0.3168428355146078,0.1400084104271161,0.4936772606020995
2092,SSP1-2.6,Abrupt,0.31803296691903515,0.1408044035639978,0.4952615302740725
2093,SSP1-2.6,Abrupt,0.3183121146597903,0.14083467738775748,0.49578955193182317
2094,SSP1-2.6,Abrupt,0.3175613438618811,0.14004228284728013,0.4950804048764821
2095,SSP1-2.6,Abrupt,0.31626272035725106,0.13884440630501454,0.4936810344094876
2096,SSP1-2.6,Abrupt,0.31447192622193326,0.13728586856254257,0.491657983881324
2097,SSP1-2.6,Abrupt,0.3127933105480503,0.13585627038259182,0.4897303507135088
2098,SSP1-2.6,Abrupt,0.3112093242668283,0.1345221204810314,0.4878965280526252
2099,SSP1-2.6,Abrupt,0.31023531152093176,0.133694409416072,0.4867762136257915
2100,SSP1-2.6,Abrupt,0.3101184880315732,0.13354926372790438,0.48668771233524205
2014,SSP1-2.6,Combustion,0.7193740978906383,0.4438050693772159,0.9949431264040607
2015,SSP1-2.6,Combustion,0.7250896334323877,0.44424076394982054,1.005938502914955
2016,SSP1-2.6,Combustion,0.7303906144322125,0.4451009894764667,1.0156802393879585
2017,SSP1-2.6,Combustion,0.7383979212008636,0.44861593499106045,1.0281799074106668
2018,SSP1-2.6,Combustion,0.7488506135020977,0.4543495139481289,1.0433517130560666
2019,SSP1-2.6,Combustion,0.761158790294572,0.4616845471898585,1.0606330333992855
2020,SSP1-2.6,Combustion,0.7752917142872042,0.4704672412572335,1.080116187317175
2021,SSP1-2.6,Combustion,0.7930317289370161,0.48184079730210716,1.1042226605719252
2022,SSP1-2.6,Combustion,0.8134647212167525,0.4950255889847286,1.1319038534487764
2023,SSP1-2.6,Combustion,0.8337023545550505,0.5079015834816671,1.1595031256284338
2024,SSP1-2.6,Combustion,0.8520920672886251,0.5193323447926191,1.1848517897846311
2025,SSP1-2.6,Combustion,0.8662729438511372,0.5276891530255571,1.2048567346767172
2026,SSP1-2.6,Combustion,0.8769724131185467,0.5335928200614802,1.220352006175613
2027,SSP1-2.6,Combustion,0.8850659322091776,0.5377065369745451,1.2324253274438102
2028,SSP1-2.6,Combustion,0.8927599128855522,0.5416195732136861,1.2439002525574183
2029,SSP1-2.6,Combustion,0.8992945866753738,0.5447246242286041,1.2538645491221434
2030,SSP1-2.6,Combustion,0.9056422904675956,0.5477192122333385,1.2635653687018527
2031,SSP1-2.6,Combustion,0.9112955613852384,0.5502215890103082,1.2723695337601686
2032,SSP1-2.6,Combustion,0.9174475188692848,0.5531072753075925,1.281787762430977
2033,SSP1-2.6,Combustion,0.9259160139438652,0.5576598186517654,1.294172209235965
2034,SSP1-2.6,Combustion,0.9376375866573052,0.5644789310652512,1.3107962422493593
2035,SSP1-2.6,Combustion,0.947802584982653,0.5700118312648205,1.3255933387004855
2036,SSP1-2.6,Combustion,0.9580498522194412,0.5755714258241431,1.3405282786147392
2037,SSP1-2.6,Combustion,0.9644199656706336,0.5782918675115033,1.350548063829764
2038,SSP1-2.6,Combustion,0.969814101518946,0.5804123962013192,1.3592158068365727
2039,SSP1-2.6,Combustion,0.971790732597093,0.5801280575096666,1.3634534076845195
2040,SSP1-2.6,Combustion,0.971401630665654,0.57827822246535,1.364525038865958
2041,SSP1-2.6,Combustion,0.9691698926618776,0.5752982667275566,1.3630415185961986
2042,SSP1-2.6,Combustion,0.9670764571447658,0.5726092850797749,1.3615436292097565
2043,SSP1-2.6,Combustion,0.965908519491188,0.5707042512643622,1.3611127877180138
2044,SSP1-2.6,Combustion,0.9663612755021193,0.5700230087026401,1.3626995423015984
2045,SSP1-2.6,Combustion,0.9704394820339832,0.5719697499321971,1.3689092141357695
2046,SSP1-2.6,Combustion,0.9757974269872154,0.5747154782836994,1.3768793756907314
2047,SSP1-2.6,Combustion,0.9822607768322288,0.5781619806875159,1.3863595729769416
2048,SSP1-2.6,Combustion,0.9868226330116828,0.5801234302942673,1.3935218357290984
2049,SSP1-2.6,Combustion,0.9871323055377936,0.5789919780091095,1.3952726330664778
2050,SSP1-2.6,Combustion,0.9831149525319424,0.5748455544744469,1.3913843505894379
2051,SSP1-2.6,Combustion,0.9779168492199262,0.5700928138475154,1.385740884592337
2052,SSP1-2.6,Combustion,0.9720131093128516,0.565006920290054,1.379019298335649
2053,SSP1-2.6,Combustion,0.966010882913601,0.5599852905810506,1.3720364752461514
2054,SSP1-2.6,Combustion,0.9615829812388346,0.556217048113832,1.3669489143638371
2055,SSP1-2.6,Combustion,0.9599397825658842,0.5545093268732066,1.3653702382585617
2056,SSP1-2.6,Combustion,0.960789120390096,0.5545506353659275,1.3670276054142645
2057,SSP1-2.6,Combustion,0.9606471602749116,0.5537288944691315,1.3675654260806915
2058,SSP1-2.6,Combustion,0.9601411573367096,0.5526185145795153,1.3676638000939039
2059,SSP1-2.6,Combustion,0.959204642060608,0.5511952503091726,1.3672140338120433
2060,SSP1-2.6,Combustion,0.9552408972281392,0.5475537878798893,1.3629280065763891
2061,SSP1-2.6,Combustion,0.9492145331055428,0.5425128702406193,1.3559161959704662
2062,SSP1-2.6,Combustion,0.942094221577062,0.5368059282937134,1.3473825148604106
2063,SSP1-2.6,Combustion,0.9352338711767474,0.5314154511452387,1.339052291208256
2064,SSP1-2.6,Combustion,0.9288862289248062,0.5264692605480437,1.3313031973015688
2065,SSP1-2.6,Combustion,0.923795498327528,0.5224830316414952,1.3251079650135609
2066,SSP1-2.6,Combustion,0.9219376667436676,0.5208793526390164,1.3229959808483187
2067,SSP1-2.6,Combustion,0.9220028096273776,0.5205758609740863,1.3234297582806689
2068,SSP1-2.6,Combustion,0.9221651890735884,0.5202105756532495,1.3241198024939274
2069,SSP1-2.6,Combustion,0.9201335029441532,0.5181439936043848,1.3221230122839216
2070,SSP1-2.6,Combustion,0.91532603909684,0.5140629251956024,1.3165891529980775
2071,SSP1-2.6,Combustion,0.9077819087781704,0.508067586034758,1.3074962315215828
2072,SSP1-2.6,Combustion,0.8995669218762629,0.5017394929050877,1.297394350847438
2073,SSP1-2.6,Combustion,0.8911628673997503,0.49538555611863666,1.2869401786808639
2074,SSP1-2.6,Combustion,0.8821409300589768,0.48864324347972554,1.2756386166382279
2075,SSP1-2.6,Combustion,0.8733254340815148,0.48212966212732145,1.264521206035708
2076,SSP1-2.6,Combustion,0.8646111052657954,0.4757307214105516,1.2534914891210391
2077,SSP1-2.6,Combustion,0.8571474076513279,0.4702975278844624,1.2439972874181935
2078,SSP1-2.6,Combustion,0.8517829844276522,0.4664154060966381,1.2371505627586663
2079,SSP1-2.6,Combustion,0.847993396998215,0.4636276105350151,1.2323591834614147
2080,SSP1-2.6,Combustion,0.8446088163137961,0.461039141364416,1.2281784912631764
2081,SSP1-2.6,Combustion,0.8401266987633915,0.45757318924485363,1.2226802082819295
2082,SSP1-2.6,Combustion,0.8346194467801781,0.45335917731432984,1.2158797162460262
2083,SSP1-2.6,Combustion,0.826924364297156,0.44755168831803477,1.2062970402762772
2084,SSP1-2.6,Combustion,0.818472596501181,0.4412929843089779,1.195652208693384
2085,SSP1-2.6,Combustion,0.8079832401993432,0.43358768551003224,1.1823787948886542
2086,SSP1-2.6,Combustion,0.7970414561801612,0.42567884346528256,1.16840406889504
2087,SSP1-2.6,Combustion,0.7869400596319458,0.41850765979358334,1.1553724594703083
2088,SSP1-2.6,Combustion,0.7777048560083528,0.4120241758466187,1.1433855361700869
2089,SSP1-2.6,Combustion,0.7706906143961566,0.4072233127191509,1.1341579160731623
2090,SSP1-2.6,Combustion,0.7665593724749644,0.4045286127039729,1.128590132245956
2091,SSP1-2.6,Combustion,0.7638016379956638,0.40273788474046956,1.1248653912508582
2092,SSP1-2.6,Combustion,0.7626460557491471,0.4020504426392261,1.123241668859068
2093,SSP1-2.6,Combustion,0.7585765801923403,0.3990344481791145,1.118118712205566
2094,SSP1-2.6,Combustion,0.7512144719383366,0.39357818887632845,1.1088507550003448
2095,SSP1-2.6,Combustion,0.7421294443442286,0.386970511254855,1.0972883774336022
2096,SSP1-2.6,Combustion,0.7315138054338484,0.37935012560216114,1.0836774852655355
2097,SSP1-2.6,Combustion,0.7213207512369164,0.3722039908266377,1.0704375116471951
2098,SSP1-2.6,Combustion,0.7114966888101114,0.36541121384795294,1.05758216377227
2099,SSP1-2.6,Combustion,0.7036911366939452,0.3602005753499761,1.0471816980379143
2100,SSP1-2.6,Combustion,0.6986953011327448,0.3570884153539577,1.0403021869115319
2014,SSP1-2.6,Postfire,0.08510067744656293,0,0.17229145574812682
2015,SSP1-2.6,Postfire,0.0910636301617474,0,0.1871473779900848
2016,SSP1-2.6,Postfire,0.0932298657213313,0,0.19167922793526498
2017,SSP1-2.6,Postfire,0.09512453325692868,0,0.19539481510856668
2018,SSP1-2.6,Postfire,0.09716151800702244,0,0.19941757753185102
2019,SSP1-2.6,Postfire,0.09934985782008685,0,0.20378097943848883
2020,SSP1-2.6,Postfire,0.10168600869991552,0,0.20847971488034245
2021,SSP1-2.6,Postfire,0.1042481794572687,0,0.21371878720751686
2022,SSP1-2.6,Postfire,0.10706039158667116,0,0.2195609773310382
2023,SSP1-2.6,Postfire,0.11000762400976204,0,0.22570794816089385
2024,SSP1-2.6,Postfire,0.11295816406085714,0,0.2318195335003841
2025,SSP1-2.6,Postfire,0.11576624990922632,0,0.23752440680052056
2026,SSP1-2.6,Postfire,0.11838321608054173,0,0.24270277477153443
2027,SSP1-2.6,Postfire,0.120841171327082,0,0.2474445469829999
2028,SSP1-2.6,Postfire,0.12323988648193925,0,0.252011976966999
2029,SSP1-2.6,Postfire,0.12559827584085703,0,0.25646022582076916
2030,SSP1-2.6,Postfire,0.12793858910248224,0,0.26084932356101365
2031,SSP1-2.6,Postfire,0.13026160795697875,0,0.2651886417448127
2032,SSP1-2.6,Postfire,0.13260579593106833,0,0.2695775789747852
2033,SSP1-2.6,Postfire,0.1350802182359803,0,0.27429197322126464
2034,SSP1-2.6,Postfire,0.13778267652492288,0,0.2795776606831994
2035,SSP1-2.6,Postfire,0.14054253293921593,0,0.2849990472806251
2036,SSP1-2.6,Postfire,0.1433148057763788,0,0.29043393277738894
2037,SSP1-2.6,Postfire,0.14595171791236947,0,0.2955095034015313
2038,SSP1-2.6,Postfire,0.14847520761892524,0,0.30027866060765984
2039,SSP1-2.6,Postfire,0.15082979409179478,0,0.3046085527412462
2040,SSP1-2.6,Postfire,0.152993251479252,0,0.3084448760904873
2041,SSP1-2.6,Postfire,0.15500212813557154,0,0.3118848593225525
2042,SSP1-2.6,Postfire,0.15695447939636037,0,0.31518132868474547
2043,SSP1-2.6,Postfire,0.15893729085052727,0,0.3185591058185592
2044,SSP1-2.6,Postfire,0.1610109761696517,0,0.3221720361619775
2045,SSP1-2.6,Postfire,0.16329892882749608,2.688592757970065e-4,0.32632899837919516
2046,SSP1-2.6,Postfire,0.1657559209928356,5.960559333075821e-4,0.3309157860523636
2047,SSP1-2.6,Postfire,0.16832896434276873,8.661574761388846e-4,0.33579177120939857
2048,SSP1-2.6,Postfire,0.17086875386075354,0.0011582924934266658,0.34057921522808043
2049,SSP1-2.6,Postfire,0.17317589016788143,0.001577319534268734,0.3447744608014941
2050,SSP1-2.6,Postfire,0.17516389360090934,0.0021674900495953497,0.3481602971522233
2051,SSP1-2.6,Postfire,0.17696360188761573,0.0028596121003816866,0.3510675916748498
2052,SSP1-2.6,Postfire,0.1786689871142578,0.0035966819969314168,0.3537412922315842
2053,SSP1-2.6,Postfire,0.1803246291858101,0.004350969407894145,0.35629828896372606
2054,SSP1-2.6,Postfire,0.1820315734694434,0.005069588005533088,0.3589935589333537
2055,SSP1-2.6,Postfire,0.18390181950435736,0.005694395182471751,0.362109243826243
2056,SSP1-2.6,Postfire,0.18596526579948,0.006210155917216881,0.3657203756817431
2057,SSP1-2.6,Postfire,0.1880524037475938,0.006702796560759949,0.36940201093442765
2058,SSP1-2.6,Postfire,0.19010660510115548,0.007209011750098415,0.37300419845221255
2059,SSP1-2.6,Postfire,0.19213226651736387,0.007728086790840222,0.3765364462438875
2060,SSP1-2.6,Postfire,0.19399079906466732,0.008325381813008126,0.3796562163163265
2061,SSP1-2.6,Postfire,0.19565458342028288,0.009016508125576167,0.38229265871498963
2062,SSP1-2.6,Postfire,0.1971849898266285,0.009768708555128264,0.3846012710981287
2063,SSP1-2.6,Postfire,0.19867331656190873,0.010534098246283846,0.38681253487753364
2064,SSP1-2.6,Postfire,0.20016915976021413,0.011284283805006123,0.38905403571542213
2065,SSP1-2.6,Postfire,0.2017230897418482,0.011994128716103086,0.39145205076759326
2066,SSP1-2.6,Postfire,0.2034660326686009,0.012602138832634002,0.3943299265045678
2067,SSP1-2.6,Postfire,0.20539304634515845,0.013108265311221334,0.39767782737909557
2068,SSP1-2.6,Postfire,0.20738800120062145,0.013570906730859505,0.4012050956703834
2069,SSP1-2.6,Postfire,0.2092815753357967,0.014074438218863089,0.4044887124527303
2070,SSP1-2.6,Postfire,0.2109731025691625,0.014670370978806524,0.40727583415951846
2071,SSP1-2.6,Postfire,0.2124311724998227,0.015373500520452749,0.40948884447919265
2072,SSP1-2.6,Postfire,0.21375646563517164,0.01613676838982281,0.4113761628805205
2073,SSP1-2.6,Postfire,0.2150225345485154,0.016919720639794744,0.41312534845723603
2074,SSP1-2.6,Postfire,0.2162209388079614,0.017721508872827085,0.4147203687430957
2075,SSP1-2.6,Postfire,0.21738581990805783,0.018525082261395348,0.4162465575547203
